series_id                     	year	period	       value	footnote_codes
SMS01000002000000001          	2007	M01	       112.5	
SMS01000002000000001          	2007	M02	       113.1	
SMS01000002000000001          	2007	M03	       113.2	
SMS01000002000000001          	2007	M04	       112.3	
SMS01000002000000001          	2007	M05	       111.8	
SMS01000002000000001          	2007	M06	       112.0	
SMS01000002000000001          	2007	M07	       111.5	
SMS01000002000000001          	2007	M08	       112.2	
SMS01000002000000001          	2007	M09	       113.3	
SMS01000002000000001          	2007	M10	       113.6	
SMS01000002000000001          	2007	M11	       112.9	
SMS01000002000000001          	2007	M12	       113.4	
SMS01000002000000001          	2008	M01	       112.7	
SMS01000002000000001          	2008	M02	       112.4	
SMS01000002000000001          	2008	M03	       110.5	
SMS01000002000000001          	2008	M04	       110.8	
SMS01000002000000001          	2008	M05	       110.1	
SMS01000002000000001          	2008	M06	       109.6	
SMS01000002000000001          	2008	M07	       109.4	
SMS01000002000000001          	2008	M08	       107.9	
SMS01000002000000001          	2008	M09	       107.4	
SMS01000002000000001          	2008	M10	       104.7	
SMS01000002000000001          	2008	M11	       103.5	
SMS01000002000000001          	2008	M12	       102.5	
SMS01000002000000001          	2009	M01	        97.2	
SMS01000002000000001          	2009	M02	        95.4	
SMS01000002000000001          	2009	M03	        94.4	
SMS01000002000000001          	2009	M04	        92.8	
SMS01000002000000001          	2009	M05	        92.6	
SMS01000002000000001          	2009	M06	        91.8	
SMS01000002000000001          	2009	M07	        90.8	
SMS01000002000000001          	2009	M08	        89.8	
SMS01000002000000001          	2009	M09	        88.5	
SMS01000002000000001          	2009	M10	        87.5	
SMS01000002000000001          	2009	M11	        88.7	
SMS01000002000000001          	2009	M12	        89.4	
SMS01000002000000001          	2010	M01	        87.8	
SMS01000002000000001          	2010	M02	        87.2	
SMS01000002000000001          	2010	M03	        87.5	
SMS01000002000000001          	2010	M04	        88.2	
SMS01000002000000001          	2010	M05	        88.3	
SMS01000002000000001          	2010	M06	        89.2	
SMS01000002000000001          	2010	M07	        88.0	
SMS01000002000000001          	2010	M08	        87.4	
SMS01000002000000001          	2010	M09	        86.5	
SMS01000002000000001          	2010	M10	        85.9	
SMS01000002000000001          	2010	M11	        84.9	
SMS01000002000000001          	2010	M12	        83.5	
SMS01000002000000001          	2011	M01	        80.0	
SMS01000002000000001          	2011	M02	        80.9	
SMS01000002000000001          	2011	M03	        81.1	
SMS01000002000000001          	2011	M04	        80.7	
SMS01000002000000001          	2011	M05	        81.3	
SMS01000002000000001          	2011	M06	        80.8	
SMS01000002000000001          	2011	M07	        80.5	
SMS01000002000000001          	2011	M08	        80.4	
SMS01000002000000001          	2011	M09	        80.8	
SMS01000002000000001          	2011	M10	        80.1	
SMS01000002000000001          	2011	M11	        80.4	
SMS01000002000000001          	2011	M12	        80.5	
SMS01000002000000001          	2012	M01	        79.6	
SMS01000002000000001          	2012	M02	        79.5	
SMS01000002000000001          	2012	M03	        79.8	
SMS01000002000000001          	2012	M04	        80.5	
SMS01000002000000001          	2012	M05	        79.2	
SMS01000002000000001          	2012	M06	        79.0	
SMS01000002000000001          	2012	M07	        79.0	
SMS01000002000000001          	2012	M08	        79.3	
SMS01000002000000001          	2012	M09	        79.3	
SMS01000002000000001          	2012	M10	        79.7	
SMS01000002000000001          	2012	M11	        79.5	
SMS01000002000000001          	2012	M12	        79.1	
SMS01000002000000001          	2013	M01	        79.4	
SMS01000002000000001          	2013	M02	        78.5	
SMS01000002000000001          	2013	M03	        79.7	
SMS01000002000000001          	2013	M04	        80.4	
SMS01000002000000001          	2013	M05	        79.2	
SMS01000002000000001          	2013	M06	        79.4	
SMS01000002000000001          	2013	M07	        79.1	
SMS01000002000000001          	2013	M08	        79.3	
SMS01000002000000001          	2013	M09	        78.7	
SMS01000002000000001          	2013	M10	        79.0	
SMS01000002000000001          	2013	M11	        78.4	
SMS01000002000000001          	2013	M12	        79.1	
SMS01000002000000001          	2014	M01	        78.4	
SMS01000002000000001          	2014	M02	        78.7	
SMS01000002000000001          	2014	M03	        78.7	
SMS01000002000000001          	2014	M04	        79.1	
SMS01000002000000001          	2014	M05	        79.3	
SMS01000002000000001          	2014	M06	        79.7	
SMS01000002000000001          	2014	M07	        80.0	
SMS01000002000000001          	2014	M08	        80.1	
SMS01000002000000001          	2014	M09	        80.4	
SMS01000002000000001          	2014	M10	        80.9	
SMS01000002000000001          	2014	M11	        80.9	
SMS01000002000000001          	2014	M12	        80.6	
SMS01000002000000001          	2015	M01	        80.7	
SMS01000002000000001          	2015	M02	        80.3	
SMS01000002000000001          	2015	M03	        79.2	
SMS01000002000000001          	2015	M04	        80.2	
SMS01000002000000001          	2015	M05	        80.8	
SMS01000002000000001          	2015	M06	        81.7	
SMS01000002000000001          	2015	M07	        81.2	
SMS01000002000000001          	2015	M08	        82.0	
SMS01000002000000001          	2015	M09	        82.0	
SMS01000002000000001          	2015	M10	        82.2	
SMS01000002000000001          	2015	M11	        83.3	
SMS01000002000000001          	2015	M12	        83.9	
SMS01000002000000001          	2016	M01	        84.9	
SMS01000002000000001          	2016	M02	        83.9	
SMS01000002000000001          	2016	M03	        84.2	
SMS01000002000000001          	2016	M04	        84.6	
SMS01000002000000001          	2016	M05	        84.2	
SMS01000002000000001          	2016	M06	        83.9	
SMS01000002000000001          	2016	M07	        84.2	
SMS01000002000000001          	2016	M08	        83.3	
SMS01000002000000001          	2016	M09	        84.0	
SMS01000002000000001          	2016	M10	        83.6	
SMS01000002000000001          	2016	M11	        83.4	
SMS01000002000000001          	2016	M12	        84.3	
SMS01000002000000001          	2017	M01	        85.6	
SMS01000002000000001          	2017	M02	        85.2	
SMS01000002000000001          	2017	M03	        85.0	
SMS01000002000000001          	2017	M04	        83.7	
SMS01000002000000001          	2017	M05	        84.7	
SMS01000002000000001          	2017	M06	        84.4	
SMS01000002000000001          	2017	M07	        84.8	
SMS01000002000000001          	2017	M08	        85.2	
SMS01000002000000001          	2017	M09	        85.6	
SMS01000002000000001          	2017	M10	        86.9	
SMS01000002000000001          	2017	M11	        86.2	
SMS01000002000000001          	2017	M12	        86.1	
SMS01000002000000001          	2018	M01	        86.5	
SMS01000002000000001          	2018	M02	        87.6	
SMS01000002000000001          	2018	M03	        87.6	
SMS01000002000000001          	2018	M04	        88.0	
SMS01000002000000001          	2018	M05	        88.2	
SMS01000002000000001          	2018	M06	        89.0	
SMS01000002000000001          	2018	M07	        89.3	
SMS01000002000000001          	2018	M08	        89.8	
SMS01000002000000001          	2018	M09	        90.2	
SMS01000002000000001          	2018	M10	        90.8	
SMS01000002000000001          	2018	M11	        90.9	
SMS01000002000000001          	2018	M12	        90.9	
SMS01000002000000001          	2019	M01	        91.0	
SMS01000002000000001          	2019	M02	        91.2	
SMS01000002000000001          	2019	M03	        92.6	
SMS01000002000000001          	2019	M04	        93.4	
SMS01000002000000001          	2019	M05	        93.4	
SMS01000002000000001          	2019	M06	        93.5	
SMS01000002000000001          	2019	M07	        93.8	
SMS01000002000000001          	2019	M08	        94.3	
SMS01000002000000001          	2019	M09	        94.7	
SMS01000002000000001          	2019	M10	        94.7	
SMS01000002000000001          	2019	M11	        94.7	
SMS01000002000000001          	2019	M12	        94.7	
SMS01000002000000001          	2020	M01	        94.9	
SMS01000002000000001          	2020	M02	        94.6	
SMS01000002000000001          	2020	M03	        94.0	
SMS01000002000000001          	2020	M04	        89.6	
SMS01000002000000001          	2020	M05	        90.8	
SMS01000002000000001          	2020	M06	        92.3	
SMS01000002000000001          	2020	M07	        91.6	
SMS01000002000000001          	2020	M08	        91.9	
SMS01000002000000001          	2020	M09	        92.0	
SMS01000002000000001          	2020	M10	        93.0	
SMS01000002000000001          	2020	M11	        93.1	
SMS01000002000000001          	2020	M12	        93.8	
SMS01000002000000001          	2021	M01	        93.4	
SMS01000002000000001          	2021	M02	        93.5	
SMS01000002000000001          	2021	M03	        93.6	
SMS01000002000000001          	2021	M04	        93.2	
SMS01000002000000001          	2021	M05	        93.6	
SMS01000002000000001          	2021	M06	        93.4	
SMS01000002000000001          	2021	M07	        94.5	
SMS01000002000000001          	2021	M08	        94.4	
SMS01000002000000001          	2021	M09	        94.8	
SMS01000002000000001          	2021	M10	        95.1	
SMS01000002000000001          	2021	M11	        96.0	
SMS01000002000000001          	2021	M12	        96.3	
SMS01000002000000001          	2022	M01	        97.3	
SMS01000002000000001          	2022	M02	        98.1	
SMS01000002000000001          	2022	M03	        98.8	
SMS01000002000000001          	2022	M04	        99.2	
SMS01000002000000001          	2022	M05	        99.4	
SMS01000002000000001          	2022	M06	        99.6	
SMS01000002000000001          	2022	M07	       100.0	
SMS01000002000000001          	2022	M08	        99.7	
SMS01000002000000001          	2022	M09	        99.9	
SMS01000002000000001          	2022	M10	        99.7	
SMS01000002000000001          	2022	M11	        99.9	
SMS01000002000000001          	2022	M12	       100.0	
SMS01000002000000001          	2023	M01	       100.3	
SMS01000002000000001          	2023	M02	       100.1	
SMS01000002000000001          	2023	M03	        99.8	
SMS01000002000000001          	2023	M04	       100.7	
SMS01000002000000001          	2023	M05	       100.4	
SMS01000002000000001          	2023	M06	       101.7	
SMS01000002000000001          	2023	M07	       101.5	
SMS01000002000000001          	2023	M08	       102.3	
SMS01000002000000001          	2023	M09	       102.3	
SMS01000002000000001          	2023	M10	       103.0	
SMS01000002000000001          	2023	M11	       103.3	
SMS01000002000000001          	2023	M12	       103.4	
SMS01000002000000001          	2024	M01	       104.9	
SMS01000002000000001          	2024	M02	       105.7	
SMS01000002000000001          	2024	M03	       105.4	
SMS01000002000000001          	2024	M04	       105.6	
SMS01000002000000001          	2024	M05	       106.3	
SMS01000002000000001          	2024	M06	       107.2	
SMS01000002000000001          	2024	M07	       107.4	
SMS01000002000000001          	2024	M08	       107.7	
SMS01000002000000001          	2024	M09	       108.5	
SMS01000002000000001          	2024	M10	       108.8	
SMS01000002000000001          	2024	M11	       108.1	
SMS01000002000000001          	2024	M12	       108.7	
SMS01000002000000001          	2025	M01	       108.3	
SMS01000002000000001          	2025	M02	       107.8	
SMS01000002000000001          	2025	M03	       110.0	
SMS01000002000000001          	2025	M04	       108.6	
SMS01000002000000001          	2025	M05	       108.9	
SMS01000002000000001          	2025	M06	       108.8	
SMS01000002000000001          	2025	M07	       109.4	
SMS01000002000000001          	2025	M08	       111.0	
SMS01000002000000001          	2025	M09	       112.7	
SMS01000002000000001          	2025	M10	       114.3	
SMS01000002000000001          	2025	M11	       112.4	
SMS01000002000000001          	2025	M12	       112.1	P
SMS02000002000000001          	2007	M01	        18.5	
SMS02000002000000001          	2007	M02	        18.6	
SMS02000002000000001          	2007	M03	        18.2	
SMS02000002000000001          	2007	M04	        18.2	
SMS02000002000000001          	2007	M05	        17.8	
SMS02000002000000001          	2007	M06	        17.8	
SMS02000002000000001          	2007	M07	        17.6	
SMS02000002000000001          	2007	M08	        17.4	
SMS02000002000000001          	2007	M09	        17.6	
SMS02000002000000001          	2007	M10	        17.6	
SMS02000002000000001          	2007	M11	        17.5	
SMS02000002000000001          	2007	M12	        17.5	
SMS02000002000000001          	2008	M01	        17.5	
SMS02000002000000001          	2008	M02	        17.6	
SMS02000002000000001          	2008	M03	        17.6	
SMS02000002000000001          	2008	M04	        17.7	
SMS02000002000000001          	2008	M05	        17.8	
SMS02000002000000001          	2008	M06	        17.6	
SMS02000002000000001          	2008	M07	        17.6	
SMS02000002000000001          	2008	M08	        17.5	
SMS02000002000000001          	2008	M09	        17.5	
SMS02000002000000001          	2008	M10	        17.3	
SMS02000002000000001          	2008	M11	        16.7	
SMS02000002000000001          	2008	M12	        16.9	
SMS02000002000000001          	2009	M01	        16.6	
SMS02000002000000001          	2009	M02	        16.7	
SMS02000002000000001          	2009	M03	        16.8	
SMS02000002000000001          	2009	M04	        16.4	
SMS02000002000000001          	2009	M05	        16.7	
SMS02000002000000001          	2009	M06	        16.6	
SMS02000002000000001          	2009	M07	        16.5	
SMS02000002000000001          	2009	M08	        16.5	
SMS02000002000000001          	2009	M09	        16.3	
SMS02000002000000001          	2009	M10	        16.4	
SMS02000002000000001          	2009	M11	        16.4	
SMS02000002000000001          	2009	M12	        16.4	
SMS02000002000000001          	2010	M01	        16.3	
SMS02000002000000001          	2010	M02	        16.2	
SMS02000002000000001          	2010	M03	        16.1	
SMS02000002000000001          	2010	M04	        16.2	
SMS02000002000000001          	2010	M05	        16.4	
SMS02000002000000001          	2010	M06	        16.6	
SMS02000002000000001          	2010	M07	        16.7	
SMS02000002000000001          	2010	M08	        16.8	
SMS02000002000000001          	2010	M09	        16.8	
SMS02000002000000001          	2010	M10	        16.8	
SMS02000002000000001          	2010	M11	        16.7	
SMS02000002000000001          	2010	M12	        16.8	
SMS02000002000000001          	2011	M01	        16.1	
SMS02000002000000001          	2011	M02	        16.1	
SMS02000002000000001          	2011	M03	        15.8	
SMS02000002000000001          	2011	M04	        16.3	
SMS02000002000000001          	2011	M05	        16.3	
SMS02000002000000001          	2011	M06	        16.3	
SMS02000002000000001          	2011	M07	        16.3	
SMS02000002000000001          	2011	M08	        16.3	
SMS02000002000000001          	2011	M09	        16.4	
SMS02000002000000001          	2011	M10	        16.7	
SMS02000002000000001          	2011	M11	        16.7	
SMS02000002000000001          	2011	M12	        16.6	
SMS02000002000000001          	2012	M01	        17.2	
SMS02000002000000001          	2012	M02	        17.0	
SMS02000002000000001          	2012	M03	        16.9	
SMS02000002000000001          	2012	M04	        16.9	
SMS02000002000000001          	2012	M05	        16.8	
SMS02000002000000001          	2012	M06	        17.1	
SMS02000002000000001          	2012	M07	        17.2	
SMS02000002000000001          	2012	M08	        17.1	
SMS02000002000000001          	2012	M09	        17.2	
SMS02000002000000001          	2012	M10	        17.6	
SMS02000002000000001          	2012	M11	        17.1	
SMS02000002000000001          	2012	M12	        17.1	
SMS02000002000000001          	2013	M01	        17.1	
SMS02000002000000001          	2013	M02	        17.1	
SMS02000002000000001          	2013	M03	        17.2	
SMS02000002000000001          	2013	M04	        16.9	
SMS02000002000000001          	2013	M05	        16.7	
SMS02000002000000001          	2013	M06	        17.0	
SMS02000002000000001          	2013	M07	        17.1	
SMS02000002000000001          	2013	M08	        17.5	
SMS02000002000000001          	2013	M09	        17.6	
SMS02000002000000001          	2013	M10	        17.5	
SMS02000002000000001          	2013	M11	        17.7	
SMS02000002000000001          	2013	M12	        17.9	
SMS02000002000000001          	2014	M01	        17.8	
SMS02000002000000001          	2014	M02	        17.9	
SMS02000002000000001          	2014	M03	        18.0	
SMS02000002000000001          	2014	M04	        17.8	
SMS02000002000000001          	2014	M05	        17.9	
SMS02000002000000001          	2014	M06	        17.7	
SMS02000002000000001          	2014	M07	        17.6	
SMS02000002000000001          	2014	M08	        17.8	
SMS02000002000000001          	2014	M09	        17.9	
SMS02000002000000001          	2014	M10	        17.8	
SMS02000002000000001          	2014	M11	        17.7	
SMS02000002000000001          	2014	M12	        18.0	
SMS02000002000000001          	2015	M01	        18.2	
SMS02000002000000001          	2015	M02	        18.2	
SMS02000002000000001          	2015	M03	        18.5	
SMS02000002000000001          	2015	M04	        18.3	
SMS02000002000000001          	2015	M05	        17.9	
SMS02000002000000001          	2015	M06	        17.7	
SMS02000002000000001          	2015	M07	        17.5	
SMS02000002000000001          	2015	M08	        17.4	
SMS02000002000000001          	2015	M09	        17.0	
SMS02000002000000001          	2015	M10	        17.2	
SMS02000002000000001          	2015	M11	        17.1	
SMS02000002000000001          	2015	M12	        17.1	
SMS02000002000000001          	2016	M01	        16.9	
SMS02000002000000001          	2016	M02	        16.8	
SMS02000002000000001          	2016	M03	        16.6	
SMS02000002000000001          	2016	M04	        16.6	
SMS02000002000000001          	2016	M05	        16.6	
SMS02000002000000001          	2016	M06	        16.2	
SMS02000002000000001          	2016	M07	        16.5	
SMS02000002000000001          	2016	M08	        16.1	
SMS02000002000000001          	2016	M09	        15.8	
SMS02000002000000001          	2016	M10	        15.7	
SMS02000002000000001          	2016	M11	        15.7	
SMS02000002000000001          	2016	M12	        15.6	
SMS02000002000000001          	2017	M01	        15.4	
SMS02000002000000001          	2017	M02	        15.6	
SMS02000002000000001          	2017	M03	        15.2	
SMS02000002000000001          	2017	M04	        15.2	
SMS02000002000000001          	2017	M05	        14.9	
SMS02000002000000001          	2017	M06	        15.0	
SMS02000002000000001          	2017	M07	        15.1	
SMS02000002000000001          	2017	M08	        15.2	
SMS02000002000000001          	2017	M09	        15.3	
SMS02000002000000001          	2017	M10	        15.2	
SMS02000002000000001          	2017	M11	        15.2	
SMS02000002000000001          	2017	M12	        15.1	
SMS02000002000000001          	2018	M01	        15.5	
SMS02000002000000001          	2018	M02	        15.5	
SMS02000002000000001          	2018	M03	        15.6	
SMS02000002000000001          	2018	M04	        15.4	
SMS02000002000000001          	2018	M05	        15.4	
SMS02000002000000001          	2018	M06	        15.7	
SMS02000002000000001          	2018	M07	        15.7	
SMS02000002000000001          	2018	M08	        15.9	
SMS02000002000000001          	2018	M09	        16.0	
SMS02000002000000001          	2018	M10	        16.3	
SMS02000002000000001          	2018	M11	        16.4	
SMS02000002000000001          	2018	M12	        16.6	
SMS02000002000000001          	2019	M01	        16.3	
SMS02000002000000001          	2019	M02	        16.3	
SMS02000002000000001          	2019	M03	        16.3	
SMS02000002000000001          	2019	M04	        16.4	
SMS02000002000000001          	2019	M05	        16.5	
SMS02000002000000001          	2019	M06	        16.4	
SMS02000002000000001          	2019	M07	        16.3	
SMS02000002000000001          	2019	M08	        16.4	
SMS02000002000000001          	2019	M09	        16.4	
SMS02000002000000001          	2019	M10	        16.4	
SMS02000002000000001          	2019	M11	        16.5	
SMS02000002000000001          	2019	M12	        16.6	
SMS02000002000000001          	2020	M01	        16.6	
SMS02000002000000001          	2020	M02	        16.8	
SMS02000002000000001          	2020	M03	        16.6	
SMS02000002000000001          	2020	M04	        14.7	
SMS02000002000000001          	2020	M05	        15.3	
SMS02000002000000001          	2020	M06	        15.3	
SMS02000002000000001          	2020	M07	        15.2	
SMS02000002000000001          	2020	M08	        15.6	
SMS02000002000000001          	2020	M09	        16.0	
SMS02000002000000001          	2020	M10	        16.1	
SMS02000002000000001          	2020	M11	        16.0	
SMS02000002000000001          	2020	M12	        16.0	
SMS02000002000000001          	2021	M01	        15.9	
SMS02000002000000001          	2021	M02	        15.7	
SMS02000002000000001          	2021	M03	        15.7	
SMS02000002000000001          	2021	M04	        15.5	
SMS02000002000000001          	2021	M05	        15.8	
SMS02000002000000001          	2021	M06	        16.0	
SMS02000002000000001          	2021	M07	        16.3	
SMS02000002000000001          	2021	M08	        16.0	
SMS02000002000000001          	2021	M09	        15.9	
SMS02000002000000001          	2021	M10	        16.0	
SMS02000002000000001          	2021	M11	        16.0	
SMS02000002000000001          	2021	M12	        16.1	
SMS02000002000000001          	2022	M01	        16.1	
SMS02000002000000001          	2022	M02	        16.0	
SMS02000002000000001          	2022	M03	        16.0	
SMS02000002000000001          	2022	M04	        16.1	
SMS02000002000000001          	2022	M05	        16.2	
SMS02000002000000001          	2022	M06	        16.2	
SMS02000002000000001          	2022	M07	        16.2	
SMS02000002000000001          	2022	M08	        16.1	
SMS02000002000000001          	2022	M09	        16.1	
SMS02000002000000001          	2022	M10	        16.2	
SMS02000002000000001          	2022	M11	        16.3	
SMS02000002000000001          	2022	M12	        16.3	
SMS02000002000000001          	2023	M01	        16.7	
SMS02000002000000001          	2023	M02	        16.5	
SMS02000002000000001          	2023	M03	        16.6	
SMS02000002000000001          	2023	M04	        16.5	
SMS02000002000000001          	2023	M05	        16.8	
SMS02000002000000001          	2023	M06	        17.0	
SMS02000002000000001          	2023	M07	        17.3	
SMS02000002000000001          	2023	M08	        17.6	
SMS02000002000000001          	2023	M09	        17.6	
SMS02000002000000001          	2023	M10	        17.7	
SMS02000002000000001          	2023	M11	        17.6	
SMS02000002000000001          	2023	M12	        17.8	
SMS02000002000000001          	2024	M01	        18.1	
SMS02000002000000001          	2024	M02	        18.7	
SMS02000002000000001          	2024	M03	        18.7	
SMS02000002000000001          	2024	M04	        18.6	
SMS02000002000000001          	2024	M05	        18.4	
SMS02000002000000001          	2024	M06	        18.3	
SMS02000002000000001          	2024	M07	        18.2	
SMS02000002000000001          	2024	M08	        18.2	
SMS02000002000000001          	2024	M09	        18.2	
SMS02000002000000001          	2024	M10	        18.4	
SMS02000002000000001          	2024	M11	        18.5	
SMS02000002000000001          	2024	M12	        18.5	
SMS02000002000000001          	2025	M01	        18.6	
SMS02000002000000001          	2025	M02	        18.9	
SMS02000002000000001          	2025	M03	        19.1	
SMS02000002000000001          	2025	M04	        18.6	
SMS02000002000000001          	2025	M05	        19.4	
SMS02000002000000001          	2025	M06	        19.6	
SMS02000002000000001          	2025	M07	        19.7	
SMS02000002000000001          	2025	M08	        19.8	
SMS02000002000000001          	2025	M09	        19.5	
SMS02000002000000001          	2025	M10	        19.5	
SMS02000002000000001          	2025	M11	        19.2	
SMS02000002000000001          	2025	M12	        19.2	P
SMS04000002000000001          	2007	M01	       231.7	
SMS04000002000000001          	2007	M02	       231.1	
SMS04000002000000001          	2007	M03	       229.4	
SMS04000002000000001          	2007	M04	       227.0	
SMS04000002000000001          	2007	M05	       225.9	
SMS04000002000000001          	2007	M06	       226.9	
SMS04000002000000001          	2007	M07	       224.2	
SMS04000002000000001          	2007	M08	       223.0	
SMS04000002000000001          	2007	M09	       221.1	
SMS04000002000000001          	2007	M10	       218.5	
SMS04000002000000001          	2007	M11	       213.9	
SMS04000002000000001          	2007	M12	       209.8	
SMS04000002000000001          	2008	M01	       205.9	
SMS04000002000000001          	2008	M02	       202.8	
SMS04000002000000001          	2008	M03	       199.6	
SMS04000002000000001          	2008	M04	       195.9	
SMS04000002000000001          	2008	M05	       192.1	
SMS04000002000000001          	2008	M06	       187.9	
SMS04000002000000001          	2008	M07	       184.3	
SMS04000002000000001          	2008	M08	       180.3	
SMS04000002000000001          	2008	M09	       176.6	
SMS04000002000000001          	2008	M10	       170.5	
SMS04000002000000001          	2008	M11	       164.2	
SMS04000002000000001          	2008	M12	       158.6	
SMS04000002000000001          	2009	M01	       152.0	
SMS04000002000000001          	2009	M02	       144.2	
SMS04000002000000001          	2009	M03	       139.0	
SMS04000002000000001          	2009	M04	       132.4	
SMS04000002000000001          	2009	M05	       129.9	
SMS04000002000000001          	2009	M06	       126.9	
SMS04000002000000001          	2009	M07	       123.7	
SMS04000002000000001          	2009	M08	       120.3	
SMS04000002000000001          	2009	M09	       117.9	
SMS04000002000000001          	2009	M10	       116.0	
SMS04000002000000001          	2009	M11	       114.8	
SMS04000002000000001          	2009	M12	       113.8	
SMS04000002000000001          	2010	M01	       113.2	
SMS04000002000000001          	2010	M02	       112.4	
SMS04000002000000001          	2010	M03	       111.3	
SMS04000002000000001          	2010	M04	       111.4	
SMS04000002000000001          	2010	M05	       110.6	
SMS04000002000000001          	2010	M06	       109.6	
SMS04000002000000001          	2010	M07	       109.0	
SMS04000002000000001          	2010	M08	       108.5	
SMS04000002000000001          	2010	M09	       108.0	
SMS04000002000000001          	2010	M10	       110.3	
SMS04000002000000001          	2010	M11	       110.3	
SMS04000002000000001          	2010	M12	       110.4	
SMS04000002000000001          	2011	M01	       110.5	
SMS04000002000000001          	2011	M02	       109.3	
SMS04000002000000001          	2011	M03	       109.1	
SMS04000002000000001          	2011	M04	       108.7	
SMS04000002000000001          	2011	M05	       109.1	
SMS04000002000000001          	2011	M06	       108.7	
SMS04000002000000001          	2011	M07	       109.8	
SMS04000002000000001          	2011	M08	       110.1	
SMS04000002000000001          	2011	M09	       110.6	
SMS04000002000000001          	2011	M10	       110.5	
SMS04000002000000001          	2011	M11	       110.5	
SMS04000002000000001          	2011	M12	       110.9	
SMS04000002000000001          	2012	M01	       112.2	
SMS04000002000000001          	2012	M02	       111.9	
SMS04000002000000001          	2012	M03	       112.7	
SMS04000002000000001          	2012	M04	       112.8	
SMS04000002000000001          	2012	M05	       113.0	
SMS04000002000000001          	2012	M06	       113.6	
SMS04000002000000001          	2012	M07	       114.8	
SMS04000002000000001          	2012	M08	       115.9	
SMS04000002000000001          	2012	M09	       117.3	
SMS04000002000000001          	2012	M10	       118.1	
SMS04000002000000001          	2012	M11	       118.8	
SMS04000002000000001          	2012	M12	       119.1	
SMS04000002000000001          	2013	M01	       119.0	
SMS04000002000000001          	2013	M02	       119.6	
SMS04000002000000001          	2013	M03	       120.4	
SMS04000002000000001          	2013	M04	       120.9	
SMS04000002000000001          	2013	M05	       121.7	
SMS04000002000000001          	2013	M06	       123.2	
SMS04000002000000001          	2013	M07	       123.5	
SMS04000002000000001          	2013	M08	       123.9	
SMS04000002000000001          	2013	M09	       124.2	
SMS04000002000000001          	2013	M10	       124.8	
SMS04000002000000001          	2013	M11	       124.9	
SMS04000002000000001          	2013	M12	       125.3	
SMS04000002000000001          	2014	M01	       125.8	
SMS04000002000000001          	2014	M02	       125.8	
SMS04000002000000001          	2014	M03	       124.9	
SMS04000002000000001          	2014	M04	       125.5	
SMS04000002000000001          	2014	M05	       124.1	
SMS04000002000000001          	2014	M06	       123.0	
SMS04000002000000001          	2014	M07	       122.4	
SMS04000002000000001          	2014	M08	       122.1	
SMS04000002000000001          	2014	M09	       122.2	
SMS04000002000000001          	2014	M10	       123.1	
SMS04000002000000001          	2014	M11	       123.4	
SMS04000002000000001          	2014	M12	       123.7	
SMS04000002000000001          	2015	M01	       124.2	
SMS04000002000000001          	2015	M02	       124.3	
SMS04000002000000001          	2015	M03	       124.6	
SMS04000002000000001          	2015	M04	       125.2	
SMS04000002000000001          	2015	M05	       125.9	
SMS04000002000000001          	2015	M06	       125.8	
SMS04000002000000001          	2015	M07	       126.3	
SMS04000002000000001          	2015	M08	       126.9	
SMS04000002000000001          	2015	M09	       127.3	
SMS04000002000000001          	2015	M10	       128.1	
SMS04000002000000001          	2015	M11	       129.1	
SMS04000002000000001          	2015	M12	       130.0	
SMS04000002000000001          	2016	M01	       130.2	
SMS04000002000000001          	2016	M02	       131.1	
SMS04000002000000001          	2016	M03	       132.3	
SMS04000002000000001          	2016	M04	       132.0	
SMS04000002000000001          	2016	M05	       132.6	
SMS04000002000000001          	2016	M06	       133.2	
SMS04000002000000001          	2016	M07	       135.2	
SMS04000002000000001          	2016	M08	       135.9	
SMS04000002000000001          	2016	M09	       136.2	
SMS04000002000000001          	2016	M10	       136.0	
SMS04000002000000001          	2016	M11	       136.0	
SMS04000002000000001          	2016	M12	       136.6	
SMS04000002000000001          	2017	M01	       138.4	
SMS04000002000000001          	2017	M02	       139.4	
SMS04000002000000001          	2017	M03	       140.4	
SMS04000002000000001          	2017	M04	       141.2	
SMS04000002000000001          	2017	M05	       142.8	
SMS04000002000000001          	2017	M06	       144.8	
SMS04000002000000001          	2017	M07	       145.3	
SMS04000002000000001          	2017	M08	       146.3	
SMS04000002000000001          	2017	M09	       147.6	
SMS04000002000000001          	2017	M10	       149.1	
SMS04000002000000001          	2017	M11	       149.7	
SMS04000002000000001          	2017	M12	       150.8	
SMS04000002000000001          	2018	M01	       151.5	
SMS04000002000000001          	2018	M02	       152.7	
SMS04000002000000001          	2018	M03	       153.6	
SMS04000002000000001          	2018	M04	       154.3	
SMS04000002000000001          	2018	M05	       155.1	
SMS04000002000000001          	2018	M06	       156.8	
SMS04000002000000001          	2018	M07	       157.8	
SMS04000002000000001          	2018	M08	       159.0	
SMS04000002000000001          	2018	M09	       160.2	
SMS04000002000000001          	2018	M10	       160.5	
SMS04000002000000001          	2018	M11	       162.4	
SMS04000002000000001          	2018	M12	       163.8	
SMS04000002000000001          	2019	M01	       164.9	
SMS04000002000000001          	2019	M02	       166.1	
SMS04000002000000001          	2019	M03	       166.6	
SMS04000002000000001          	2019	M04	       168.6	
SMS04000002000000001          	2019	M05	       169.7	
SMS04000002000000001          	2019	M06	       170.5	
SMS04000002000000001          	2019	M07	       170.9	
