series_id                     	year	period	       value	footnote_codes
SMU18000002000000003          	2007	M07	       22.96	
SMU18000002000000003          	2007	M08	       22.71	
SMU18000002000000003          	2007	M09	       23.34	
SMU18000002000000003          	2007	M10	       23.05	
SMU18000002000000003          	2007	M11	       23.42	
SMU18000002000000003          	2007	M12	       23.62	
SMU18000002000000003          	2007	M13	       23.10	
SMU18000002000000003          	2008	M01	       23.33	
SMU18000002000000003          	2008	M02	       23.44	
SMU18000002000000003          	2008	M03	       23.70	
SMU18000002000000003          	2008	M04	       23.45	
SMU18000002000000003          	2008	M05	       23.00	
SMU18000002000000003          	2008	M06	       23.04	
SMU18000002000000003          	2008	M07	       23.35	
SMU18000002000000003          	2008	M08	       23.13	
SMU18000002000000003          	2008	M09	       23.17	
SMU18000002000000003          	2008	M10	       23.22	
SMU18000002000000003          	2008	M11	       23.50	
SMU18000002000000003          	2008	M12	       23.85	
SMU18000002000000003          	2008	M13	       23.34	
SMU18000002000000003          	2009	M01	       23.83	
SMU18000002000000003          	2009	M02	       24.04	
SMU18000002000000003          	2009	M03	       24.30	
SMU18000002000000003          	2009	M04	       24.59	
SMU18000002000000003          	2009	M05	       24.31	
SMU18000002000000003          	2009	M06	       24.49	
SMU18000002000000003          	2009	M07	       24.56	
SMU18000002000000003          	2009	M08	       24.47	
SMU18000002000000003          	2009	M09	       24.60	
SMU18000002000000003          	2009	M10	       24.38	
SMU18000002000000003          	2009	M11	       24.40	
SMU18000002000000003          	2009	M12	       24.56	
SMU18000002000000003          	2009	M13	       24.39	
SMU18000002000000003          	2010	M01	       24.74	
SMU18000002000000003          	2010	M02	       25.45	
SMU18000002000000003          	2010	M03	       25.20	
SMU18000002000000003          	2010	M04	       25.75	
SMU18000002000000003          	2010	M05	       25.66	
SMU18000002000000003          	2010	M06	       26.05	
SMU18000002000000003          	2010	M07	       26.81	
SMU18000002000000003          	2010	M08	       26.03	
SMU18000002000000003          	2010	M09	       25.66	
SMU18000002000000003          	2010	M10	       26.61	
SMU18000002000000003          	2010	M11	       26.43	
SMU18000002000000003          	2010	M12	       27.22	
SMU18000002000000003          	2010	M13	       26.01	
SMU18000002000000003          	2011	M01	       26.65	
SMU18000002000000003          	2011	M02	       26.33	
SMU18000002000000003          	2011	M03	       26.45	
SMU18000002000000003          	2011	M04	       26.09	
SMU18000002000000003          	2011	M05	       26.62	
SMU18000002000000003          	2011	M06	       26.14	
SMU18000002000000003          	2011	M07	       26.07	
SMU18000002000000003          	2011	M08	       26.21	
SMU18000002000000003          	2011	M09	       26.33	
SMU18000002000000003          	2011	M10	       26.05	
SMU18000002000000003          	2011	M11	       26.68	
SMU18000002000000003          	2011	M12	       26.94	
SMU18000002000000003          	2011	M13	       26.37	
SMU18000002000000003          	2012	M01	       26.51	
SMU18000002000000003          	2012	M02	       26.45	
SMU18000002000000003          	2012	M03	       26.59	
SMU18000002000000003          	2012	M04	       26.55	
SMU18000002000000003          	2012	M05	       26.68	
SMU18000002000000003          	2012	M06	       26.76	
SMU18000002000000003          	2012	M07	       27.34	
SMU18000002000000003          	2012	M08	       27.41	
SMU18000002000000003          	2012	M09	       27.79	
SMU18000002000000003          	2012	M10	       27.02	
SMU18000002000000003          	2012	M11	       27.19	
SMU18000002000000003          	2012	M12	       28.12	
SMU18000002000000003          	2012	M13	       27.06	
SMU18000002000000003          	2013	M01	       28.28	
SMU18000002000000003          	2013	M02	       28.04	
SMU18000002000000003          	2013	M03	       28.24	
SMU18000002000000003          	2013	M04	       28.42	
SMU18000002000000003          	2013	M05	       27.77	
SMU18000002000000003          	2013	M06	       27.02	
SMU18000002000000003          	2013	M07	       26.86	
SMU18000002000000003          	2013	M08	       26.29	
SMU18000002000000003          	2013	M09	       26.49	
SMU18000002000000003          	2013	M10	       26.79	
SMU18000002000000003          	2013	M11	       26.14	
SMU18000002000000003          	2013	M12	       25.98	
SMU18000002000000003          	2013	M13	       27.16	
SMU18000002000000003          	2014	M01	       25.95	
SMU18000002000000003          	2014	M02	       27.24	
SMU18000002000000003          	2014	M03	       26.90	
SMU18000002000000003          	2014	M04	       26.89	
SMU18000002000000003          	2014	M05	       26.77	
SMU18000002000000003          	2014	M06	       27.81	
SMU18000002000000003          	2014	M07	       27.75	
SMU18000002000000003          	2014	M08	       26.93	
SMU18000002000000003          	2014	M09	       26.52	
SMU18000002000000003          	2014	M10	       27.05	
SMU18000002000000003          	2014	M11	       27.01	
SMU18000002000000003          	2014	M12	       26.76	
SMU18000002000000003          	2014	M13	       26.99	
SMU18000002000000003          	2015	M01	       26.94	
SMU18000002000000003          	2015	M02	       26.83	
SMU18000002000000003          	2015	M03	       27.31	
SMU18000002000000003          	2015	M04	       27.13	
SMU18000002000000003          	2015	M05	       26.33	
SMU18000002000000003          	2015	M06	       26.58	
SMU18000002000000003          	2015	M07	       26.70	
SMU18000002000000003          	2015	M08	       27.19	
SMU18000002000000003          	2015	M09	       27.05	
SMU18000002000000003          	2015	M10	       27.33	
SMU18000002000000003          	2015	M11	       27.07	
SMU18000002000000003          	2015	M12	       26.88	
SMU18000002000000003          	2015	M13	       26.94	
SMU18000002000000003          	2016	M01	       27.20	
SMU18000002000000003          	2016	M02	       27.15	
SMU18000002000000003          	2016	M03	       27.31	
SMU18000002000000003          	2016	M04	       27.73	
SMU18000002000000003          	2016	M05	       27.71	
SMU18000002000000003          	2016	M06	       27.17	
SMU18000002000000003          	2016	M07	       26.95	
SMU18000002000000003          	2016	M08	       27.29	
SMU18000002000000003          	2016	M09	       27.82	
SMU18000002000000003          	2016	M10	       27.92	
SMU18000002000000003          	2016	M11	       27.86	
SMU18000002000000003          	2016	M12	       27.83	
SMU18000002000000003          	2016	M13	       27.51	
SMU18000002000000003          	2017	M01	       27.65	
SMU18000002000000003          	2017	M02	       27.32	
SMU18000002000000003          	2017	M03	       27.89	
SMU18000002000000003          	2017	M04	       28.83	
SMU18000002000000003          	2017	M05	       29.20	
SMU18000002000000003          	2017	M06	       29.78	
SMU18000002000000003          	2017	M07	       29.64	
SMU18000002000000003          	2017	M08	       29.30	
SMU18000002000000003          	2017	M09	       29.55	
SMU18000002000000003          	2017	M10	       29.27	
SMU18000002000000003          	2017	M11	       29.01	
SMU18000002000000003          	2017	M12	       28.74	
SMU18000002000000003          	2017	M13	       28.91	
SMU18000002000000003          	2018	M01	       28.57	
SMU18000002000000003          	2018	M02	       28.32	
SMU18000002000000003          	2018	M03	       28.61	
SMU18000002000000003          	2018	M04	       28.53	
SMU18000002000000003          	2018	M05	       28.60	
SMU18000002000000003          	2018	M06	       28.24	
SMU18000002000000003          	2018	M07	       28.77	
SMU18000002000000003          	2018	M08	       28.43	
SMU18000002000000003          	2018	M09	       29.23	
SMU18000002000000003          	2018	M10	       29.85	
SMU18000002000000003          	2018	M11	       29.24	
SMU18000002000000003          	2018	M12	       29.77	
SMU18000002000000003          	2018	M13	       28.86	
SMU18000002000000003          	2019	M01	       29.01	
SMU18000002000000003          	2019	M02	       29.39	
SMU18000002000000003          	2019	M03	       29.08	
SMU18000002000000003          	2019	M04	       28.87	
SMU18000002000000003          	2019	M05	       28.90	
SMU18000002000000003          	2019	M06	       28.60	
SMU18000002000000003          	2019	M07	       28.89	
SMU18000002000000003          	2019	M08	       29.08	
SMU18000002000000003          	2019	M09	       29.17	
SMU18000002000000003          	2019	M10	       28.95	
SMU18000002000000003          	2019	M11	       29.17	
SMU18000002000000003          	2019	M12	       28.83	
SMU18000002000000003          	2019	M13	       28.99	
SMU18000002000000003          	2020	M01	       28.88	
SMU18000002000000003          	2020	M02	       28.67	
SMU18000002000000003          	2020	M03	       28.78	
SMU18000002000000003          	2020	M04	       29.28	
SMU18000002000000003          	2020	M05	       28.99	
SMU18000002000000003          	2020	M06	       28.69	
SMU18000002000000003          	2020	M07	       29.21	
SMU18000002000000003          	2020	M08	       29.26	
SMU18000002000000003          	2020	M09	       29.12	
SMU18000002000000003          	2020	M10	       29.61	
SMU18000002000000003          	2020	M11	       29.34	
SMU18000002000000003          	2020	M12	       29.30	
SMU18000002000000003          	2020	M13	       29.10	
SMU18000002000000003          	2021	M01	       29.82	
SMU18000002000000003          	2021	M02	       30.42	
SMU18000002000000003          	2021	M03	       30.36	
SMU18000002000000003          	2021	M04	       31.01	
SMU18000002000000003          	2021	M05	       31.35	
SMU18000002000000003          	2021	M06	       31.27	
SMU18000002000000003          	2021	M07	       31.05	
SMU18000002000000003          	2021	M08	       31.74	
SMU18000002000000003          	2021	M09	       31.50	
SMU18000002000000003          	2021	M10	       30.91	
SMU18000002000000003          	2021	M11	       30.71	
SMU18000002000000003          	2021	M12	       31.39	
SMU18000002000000003          	2021	M13	       30.99	
SMU18000002000000003          	2022	M01	       32.35	
SMU18000002000000003          	2022	M02	       33.55	
SMU18000002000000003          	2022	M03	       33.07	
SMU18000002000000003          	2022	M04	       34.06	
SMU18000002000000003          	2022	M05	       34.11	
SMU18000002000000003          	2022	M06	       34.42	
SMU18000002000000003          	2022	M07	       34.04	
SMU18000002000000003          	2022	M08	       34.42	
SMU18000002000000003          	2022	M09	       34.35	
SMU18000002000000003          	2022	M10	       34.84	
SMU18000002000000003          	2022	M11	       34.40	
SMU18000002000000003          	2022	M12	       34.43	
SMU18000002000000003          	2022	M13	       34.04	
SMU18000002000000003          	2023	M01	       34.55	
SMU18000002000000003          	2023	M02	       34.92	
SMU18000002000000003          	2023	M03	       35.11	
SMU18000002000000003          	2023	M04	       35.18	
SMU18000002000000003          	2023	M05	       35.60	
SMU18000002000000003          	2023	M06	       35.68	
SMU18000002000000003          	2023	M07	       35.68	
SMU18000002000000003          	2023	M08	       35.52	
SMU18000002000000003          	2023	M09	       36.20	
SMU18000002000000003          	2023	M10	       36.49	
SMU18000002000000003          	2023	M11	       35.79	
SMU18000002000000003          	2023	M12	       35.96	
SMU18000002000000003          	2023	M13	       35.58	
SMU18000002000000003          	2024	M01	       35.36	
SMU18000002000000003          	2024	M02	       35.52	
SMU18000002000000003          	2024	M03	       35.87	
SMU18000002000000003          	2024	M04	       36.20	
SMU18000002000000003          	2024	M05	       35.87	
SMU18000002000000003          	2024	M06	       35.98	
SMU18000002000000003          	2024	M07	       36.39	
SMU18000002000000003          	2024	M08	       36.65	
SMU18000002000000003          	2024	M09	       36.59	
SMU18000002000000003          	2024	M10	       36.95	
SMU18000002000000003          	2024	M11	       36.32	
SMU18000002000000003          	2024	M12	       36.30	
SMU18000002000000003          	2024	M13	       36.19	
SMU18000002000000003          	2025	M01	       36.23	
SMU18000002000000003          	2025	M02	       36.40	
SMU18000002000000003          	2025	M03	       36.86	
SMU18000002000000003          	2025	M04	       37.00	
SMU18000002000000003          	2025	M05	       37.44	
SMU18000002000000003          	2025	M06	       38.19	
SMU18000002000000003          	2025	M07	       38.52	
SMU18000002000000003          	2025	M08	       39.33	
SMU18000002000000003          	2025	M09	       40.11	
SMU18000002000000003          	2025	M10	       40.91	
SMU18000002000000003          	2025	M11	       40.66	
SMU18000002000000003          	2025	M12	       41.92	P
SMU18000002000000007          	2007	M01	        38.8	
SMU18000002000000007          	2007	M02	        36.3	
SMU18000002000000007          	2007	M03	        39.2	
SMU18000002000000007          	2007	M04	        37.9	
SMU18000002000000007          	2007	M05	        40.1	
SMU18000002000000007          	2007	M06	        40.7	
SMU18000002000000007          	2007	M07	        40.8	
SMU18000002000000007          	2007	M08	        40.2	
SMU18000002000000007          	2007	M09	        40.7	
SMU18000002000000007          	2007	M10	        40.8	
SMU18000002000000007          	2007	M11	        39.7	
SMU18000002000000007          	2007	M12	        40.7	
SMU18000002000000007          	2007	M13	        39.7	
SMU18000002000000007          	2008	M01	        38.7	
SMU18000002000000007          	2008	M02	        37.9	
SMU18000002000000007          	2008	M03	        39.9	
SMU18000002000000007          	2008	M04	        39.9	
SMU18000002000000007          	2008	M05	        41.0	
SMU18000002000000007          	2008	M06	        41.5	
SMU18000002000000007          	2008	M07	        41.8	
SMU18000002000000007          	2008	M08	        42.8	
SMU18000002000000007          	2008	M09	        40.1	
SMU18000002000000007          	2008	M10	        41.0	
SMU18000002000000007          	2008	M11	        39.4	
SMU18000002000000007          	2008	M12	        38.3	
SMU18000002000000007          	2008	M13	        40.3	
SMU18000002000000007          	2009	M01	        36.7	
SMU18000002000000007          	2009	M02	        37.3	
SMU18000002000000007          	2009	M03	        38.3	
SMU18000002000000007          	2009	M04	        36.4	
SMU18000002000000007          	2009	M05	        37.7	
SMU18000002000000007          	2009	M06	        38.0	
SMU18000002000000007          	2009	M07	        40.8	
SMU18000002000000007          	2009	M08	        41.4	
SMU18000002000000007          	2009	M09	        38.9	
SMU18000002000000007          	2009	M10	        38.4	
SMU18000002000000007          	2009	M11	        41.0	
SMU18000002000000007          	2009	M12	        38.1	
SMU18000002000000007          	2009	M13	        38.7	
SMU18000002000000007          	2010	M01	        39.1	
SMU18000002000000007          	2010	M02	        36.5	
SMU18000002000000007          	2010	M03	        39.2	
SMU18000002000000007          	2010	M04	        40.3	
SMU18000002000000007          	2010	M05	        38.8	
SMU18000002000000007          	2010	M06	        40.7	
SMU18000002000000007          	2010	M07	        41.9	
SMU18000002000000007          	2010	M08	        41.0	
SMU18000002000000007          	2010	M09	        38.3	
SMU18000002000000007          	2010	M10	        40.4	
SMU18000002000000007          	2010	M11	        38.8	
SMU18000002000000007          	2010	M12	        37.4	
SMU18000002000000007          	2010	M13	        39.5	
SMU18000002000000007          	2011	M01	        37.2	
SMU18000002000000007          	2011	M02	        36.7	
SMU18000002000000007          	2011	M03	        38.3	
SMU18000002000000007          	2011	M04	        38.1	
SMU18000002000000007          	2011	M05	        40.5	
SMU18000002000000007          	2011	M06	        39.0	
SMU18000002000000007          	2011	M07	        39.4	
SMU18000002000000007          	2011	M08	        40.2	
SMU18000002000000007          	2011	M09	        39.3	
SMU18000002000000007          	2011	M10	        39.6	
SMU18000002000000007          	2011	M11	        38.2	
SMU18000002000000007          	2011	M12	        38.6	
SMU18000002000000007          	2011	M13	        38.9	
SMU18000002000000007          	2012	M01	        36.9	
SMU18000002000000007          	2012	M02	        38.4	
SMU18000002000000007          	2012	M03	        39.2	
SMU18000002000000007          	2012	M04	        40.3	
SMU18000002000000007          	2012	M05	        39.9	
SMU18000002000000007          	2012	M06	        41.5	
SMU18000002000000007          	2012	M07	        40.9	
SMU18000002000000007          	2012	M08	        41.0	
SMU18000002000000007          	2012	M09	        40.8	
SMU18000002000000007          	2012	M10	        41.5	
SMU18000002000000007          	2012	M11	        40.3	
SMU18000002000000007          	2012	M12	        37.7	
SMU18000002000000007          	2012	M13	        40.0	
SMU18000002000000007          	2013	M01	        37.8	
SMU18000002000000007          	2013	M02	        37.8	
SMU18000002000000007          	2013	M03	        37.5	
SMU18000002000000007          	2013	M04	        37.7	
SMU18000002000000007          	2013	M05	        37.3	
SMU18000002000000007          	2013	M06	        39.9	
SMU18000002000000007          	2013	M07	        39.6	
SMU18000002000000007          	2013	M08	        41.3	
SMU18000002000000007          	2013	M09	        40.0	
SMU18000002000000007          	2013	M10	        41.0	
SMU18000002000000007          	2013	M11	        39.7	
SMU18000002000000007          	2013	M12	        36.0	
SMU18000002000000007          	2013	M13	        38.9	
SMU18000002000000007          	2014	M01	        34.5	
SMU18000002000000007          	2014	M02	        36.6	
SMU18000002000000007          	2014	M03	        36.9	
SMU18000002000000007          	2014	M04	        39.3	
SMU18000002000000007          	2014	M05	        37.3	
SMU18000002000000007          	2014	M06	        39.1	
SMU18000002000000007          	2014	M07	        39.2	
SMU18000002000000007          	2014	M08	        39.6	
SMU18000002000000007          	2014	M09	        39.6	
SMU18000002000000007          	2014	M10	        38.4	
SMU18000002000000007          	2014	M11	        39.3	
SMU18000002000000007          	2014	M12	        39.1	
SMU18000002000000007          	2014	M13	        38.4	
SMU18000002000000007          	2015	M01	        37.6	
SMU18000002000000007          	2015	M02	        37.2	
SMU18000002000000007          	2015	M03	        36.3	
SMU18000002000000007          	2015	M04	        38.4	
SMU18000002000000007          	2015	M05	        39.5	
SMU18000002000000007          	2015	M06	        39.8	
SMU18000002000000007          	2015	M07	        38.9	
SMU18000002000000007          	2015	M08	        39.8	
SMU18000002000000007          	2015	M09	        36.5	
SMU18000002000000007          	2015	M10	        40.2	
SMU18000002000000007          	2015	M11	        39.4	
SMU18000002000000007          	2015	M12	        39.7	
SMU18000002000000007          	2015	M13	        38.7	
SMU18000002000000007          	2016	M01	        36.6	
SMU18000002000000007          	2016	M02	        34.1	
SMU18000002000000007          	2016	M03	        35.4	
SMU18000002000000007          	2016	M04	        37.5	
SMU18000002000000007          	2016	M05	        37.1	
SMU18000002000000007          	2016	M06	        38.6	
SMU18000002000000007          	2016	M07	        38.7	
SMU18000002000000007          	2016	M08	        38.3	
SMU18000002000000007          	2016	M09	        38.2	
SMU18000002000000007          	2016	M10	        39.7	
SMU18000002000000007          	2016	M11	        38.7	
SMU18000002000000007          	2016	M12	        36.5	
SMU18000002000000007          	2016	M13	        37.5	
SMU18000002000000007          	2017	M01	        35.6	
SMU18000002000000007          	2017	M02	        37.3	
SMU18000002000000007          	2017	M03	        36.4	
SMU18000002000000007          	2017	M04	        37.9	
SMU18000002000000007          	2017	M05	        39.1	
SMU18000002000000007          	2017	M06	        40.6	
SMU18000002000000007          	2017	M07	        39.7	
SMU18000002000000007          	2017	M08	        41.9	
SMU18000002000000007          	2017	M09	        39.9	
SMU18000002000000007          	2017	M10	        40.5	
SMU18000002000000007          	2017	M11	        40.7	
SMU18000002000000007          	2017	M12	        41.5	
SMU18000002000000007          	2017	M13	        39.4	
SMU18000002000000007          	2018	M01	        38.2	
SMU18000002000000007          	2018	M02	        39.2	
SMU18000002000000007          	2018	M03	        39.5	
SMU18000002000000007          	2018	M04	        39.9	
SMU18000002000000007          	2018	M05	        41.6	
SMU18000002000000007          	2018	M06	        41.3	
SMU18000002000000007          	2018	M07	        41.9	
SMU18000002000000007          	2018	M08	        41.4	
SMU18000002000000007          	2018	M09	        40.6	
SMU18000002000000007          	2018	M10	        42.4	
SMU18000002000000007          	2018	M11	        41.6	
SMU18000002000000007          	2018	M12	        41.0	
SMU18000002000000007          	2018	M13	        40.8	
SMU18000002000000007          	2019	M01	        40.0	
SMU18000002000000007          	2019	M02	        37.7	
SMU18000002000000007          	2019	M03	        38.7	
SMU18000002000000007          	2019	M04	        39.9	
SMU18000002000000007          	2019	M05	        41.7	
SMU18000002000000007          	2019	M06	        40.9	
SMU18000002000000007          	2019	M07	        42.5	
SMU18000002000000007          	2019	M08	        41.4	
SMU18000002000000007          	2019	M09	        42.5	
SMU18000002000000007          	2019	M10	        41.8	
SMU18000002000000007          	2019	M11	        41.0	
SMU18000002000000007          	2019	M12	        40.8	
SMU18000002000000007          	2019	M13	        40.8	
SMU18000002000000007          	2020	M01	        40.0	
SMU18000002000000007          	2020	M02	        39.0	
SMU18000002000000007          	2020	M03	        39.9	
SMU18000002000000007          	2020	M04	        39.1	
SMU18000002000000007          	2020	M05	        39.3	
SMU18000002000000007          	2020	M06	        40.8	
SMU18000002000000007          	2020	M07	        40.1	
SMU18000002000000007          	2020	M08	        39.3	
SMU18000002000000007          	2020	M09	        36.2	
SMU18000002000000007          	2020	M10	        39.7	
SMU18000002000000007          	2020	M11	        40.1	
SMU18000002000000007          	2020	M12	        40.8	
SMU18000002000000007          	2020	M13	        39.5	
SMU18000002000000007          	2021	M01	        37.8	
SMU18000002000000007          	2021	M02	        35.7	
SMU18000002000000007          	2021	M03	        37.8	
SMU18000002000000007          	2021	M04	        37.5	
SMU18000002000000007          	2021	M05	        38.6	
SMU18000002000000007          	2021	M06	        37.6	
SMU18000002000000007          	2021	M07	        38.2	
SMU18000002000000007          	2021	M08	        39.7	
SMU18000002000000007          	2021	M09	        37.3	
SMU18000002000000007          	2021	M10	        39.2	
SMU18000002000000007          	2021	M11	        38.9	
SMU18000002000000007          	2021	M12	        38.3	
SMU18000002000000007          	2021	M13	        38.1	
SMU18000002000000007          	2022	M01	        37.5	
SMU18000002000000007          	2022	M02	        35.9	
SMU18000002000000007          	2022	M03	        38.3	
SMU18000002000000007          	2022	M04	        38.1	
SMU18000002000000007          	2022	M05	        41.7	
SMU18000002000000007          	2022	M06	        41.6	
SMU18000002000000007          	2022	M07	        41.8	
SMU18000002000000007          	2022	M08	        40.8	
SMU18000002000000007          	2022	M09	        41.6	
SMU18000002000000007          	2022	M10	        41.2	
SMU18000002000000007          	2022	M11	        41.5	
SMU18000002000000007          	2022	M12	        40.2	
SMU18000002000000007          	2022	M13	        40.1	
SMU18000002000000007          	2023	M01	        39.9	
SMU18000002000000007          	2023	M02	        39.4	
SMU18000002000000007          	2023	M03	        40.4	
SMU18000002000000007          	2023	M04	        41.6	
SMU18000002000000007          	2023	M05	        40.3	
SMU18000002000000007          	2023	M06	        42.2	
SMU18000002000000007          	2023	M07	        43.0	
SMU18000002000000007          	2023	M08	        42.9	
SMU18000002000000007          	2023	M09	        43.0	
SMU18000002000000007          	2023	M10	        43.1	
SMU18000002000000007          	2023	M11	        42.8	
SMU18000002000000007          	2023	M12	        40.8	
SMU18000002000000007          	2023	M13	        41.7	
SMU18000002000000007          	2024	M01	        38.3	
SMU18000002000000007          	2024	M02	        41.2	
SMU18000002000000007          	2024	M03	        39.5	
SMU18000002000000007          	2024	M04	        37.6	
SMU18000002000000007          	2024	M05	        40.1	
SMU18000002000000007          	2024	M06	        40.9	
SMU18000002000000007          	2024	M07	        38.5	
SMU18000002000000007          	2024	M08	        41.4	
SMU18000002000000007          	2024	M09	        42.4	
SMU18000002000000007          	2024	M10	        42.6	
SMU18000002000000007          	2024	M11	        41.2	
SMU18000002000000007          	2024	M12	        39.6	
SMU18000002000000007          	2024	M13	        40.3	
SMU18000002000000007          	2025	M01	        36.3	
SMU18000002000000007          	2025	M02	        36.8	
SMU18000002000000007          	2025	M03	        38.2	
SMU18000002000000007          	2025	M04	        38.2	
SMU18000002000000007          	2025	M05	        39.7	
SMU18000002000000007          	2025	M06	        40.1	
SMU18000002000000007          	2025	M07	        40.4	
SMU18000002000000007          	2025	M08	        42.0	
SMU18000002000000007          	2025	M09	        41.6	
SMU18000002000000007          	2025	M10	        39.7	
SMU18000002000000007          	2025	M11	        40.1	
SMU18000002000000007          	2025	M12	        38.4	P
SMU18000002000000008          	2007	M01	       22.26	
SMU18000002000000008          	2007	M02	       22.39	
SMU18000002000000008          	2007	M03	       22.24	
SMU18000002000000008          	2007	M04	       22.05	
SMU18000002000000008          	2007	M05	       21.99	
SMU18000002000000008          	2007	M06	       21.98	
SMU18000002000000008          	2007	M07	       22.31	
SMU18000002000000008          	2007	M08	       22.05	
SMU18000002000000008          	2007	M09	       22.59	
SMU18000002000000008          	2007	M10	       22.10	
SMU18000002000000008          	2007	M11	       22.70	
SMU18000002000000008          	2007	M12	       21.89	
SMU18000002000000008          	2007	M13	       22.21	
SMU18000002000000008          	2008	M01	       21.58	
SMU18000002000000008          	2008	M02	       22.17	
SMU18000002000000008          	2008	M03	       22.76	
SMU18000002000000008          	2008	M04	       22.04	
SMU18000002000000008          	2008	M05	       21.80	
SMU18000002000000008          	2008	M06	       21.75	
SMU18000002000000008          	2008	M07	       22.02	
SMU18000002000000008          	2008	M08	       21.54	
SMU18000002000000008          	2008	M09	       22.01	
SMU18000002000000008          	2008	M10	       22.35	
SMU18000002000000008          	2008	M11	       22.25	
SMU18000002000000008          	2008	M12	       22.50	
SMU18000002000000008          	2008	M13	       22.05	
SMU18000002000000008          	2009	M01	       22.17	
SMU18000002000000008          	2009	M02	       22.37	
SMU18000002000000008          	2009	M03	       22.72	
SMU18000002000000008          	2009	M04	       22.66	
SMU18000002000000008          	2009	M05	       23.26	
SMU18000002000000008          	2009	M06	       23.53	
SMU18000002000000008          	2009	M07	       23.72	
SMU18000002000000008          	2009	M08	       23.50	
SMU18000002000000008          	2009	M09	       23.35	
SMU18000002000000008          	2009	M10	       23.83	
SMU18000002000000008          	2009	M11	       23.51	
SMU18000002000000008          	2009	M12	       23.55	
SMU18000002000000008          	2009	M13	       23.23	
SMU18000002000000008          	2010	M01	       23.37	
SMU18000002000000008          	2010	M02	       24.14	
SMU18000002000000008          	2010	M03	       24.05	
SMU18000002000000008          	2010	M04	       24.71	
SMU18000002000000008          	2010	M05	       24.39	
SMU18000002000000008          	2010	M06	       25.02	
SMU18000002000000008          	2010	M07	       26.31	
SMU18000002000000008          	2010	M08	       25.59	
SMU18000002000000008          	2010	M09	       25.05	
SMU18000002000000008          	2010	M10	       26.00	
SMU18000002000000008          	2010	M11	       25.45	
SMU18000002000000008          	2010	M12	       26.02	
SMU18000002000000008          	2010	M13	       25.09	
SMU18000002000000008          	2011	M01	       25.59	
SMU18000002000000008          	2011	M02	       25.11	
SMU18000002000000008          	2011	M03	       25.90	
SMU18000002000000008          	2011	M04	       25.56	
SMU18000002000000008          	2011	M05	       26.00	
SMU18000002000000008          	2011	M06	       25.31	
SMU18000002000000008          	2011	M07	       25.55	
SMU18000002000000008          	2011	M08	       25.67	
SMU18000002000000008          	2011	M09	       25.23	
SMU18000002000000008          	2011	M10	       25.28	
SMU18000002000000008          	2011	M11	       25.93	
SMU18000002000000008          	2011	M12	       26.13	
SMU18000002000000008          	2011	M13	       25.61	
SMU18000002000000008          	2012	M01	       25.08	
SMU18000002000000008          	2012	M02	       25.37	
SMU18000002000000008          	2012	M03	       25.50	
SMU18000002000000008          	2012	M04	       25.57	
SMU18000002000000008          	2012	M05	       25.44	
SMU18000002000000008          	2012	M06	       25.12	
SMU18000002000000008          	2012	M07	       25.32	
SMU18000002000000008          	2012	M08	       25.64	
SMU18000002000000008          	2012	M09	       26.24	
SMU18000002000000008          	2012	M10	       25.53	
SMU18000002000000008          	2012	M11	       25.58	
SMU18000002000000008          	2012	M12	       26.43	
SMU18000002000000008          	2012	M13	       25.58	
SMU18000002000000008          	2013	M01	       25.89	
SMU18000002000000008          	2013	M02	       25.95	
SMU18000002000000008          	2013	M03	       25.64	
SMU18000002000000008          	2013	M04	       25.95	
SMU18000002000000008          	2013	M05	       25.57	
SMU18000002000000008          	2013	M06	       25.14	
SMU18000002000000008          	2013	M07	       25.10	
SMU18000002000000008          	2013	M08	       24.47	
SMU18000002000000008          	2013	M09	       24.67	
SMU18000002000000008          	2013	M10	       25.19	
SMU18000002000000008          	2013	M11	       24.67	
SMU18000002000000008          	2013	M12	       24.48	
SMU18000002000000008          	2013	M13	       25.19	
SMU18000002000000008          	2014	M01	       25.00	
SMU18000002000000008          	2014	M02	       24.51	
SMU18000002000000008          	2014	M03	       24.63	
SMU18000002000000008          	2014	M04	       24.47	
SMU18000002000000008          	2014	M05	       24.36	
SMU18000002000000008          	2014	M06	       24.77	
SMU18000002000000008          	2014	M07	       25.02	
SMU18000002000000008          	2014	M08	       24.49	
SMU18000002000000008          	2014	M09	       24.25	
SMU18000002000000008          	2014	M10	       24.54	
SMU18000002000000008          	2014	M11	       24.55	
SMU18000002000000008          	2014	M12	       24.49	
SMU18000002000000008          	2014	M13	       24.58	
SMU18000002000000008          	2015	M01	       24.83	
SMU18000002000000008          	2015	M02	       24.21	
SMU18000002000000008          	2015	M03	       24.84	
SMU18000002000000008          	2015	M04	       25.75	
SMU18000002000000008          	2015	M05	       25.77	
SMU18000002000000008          	2015	M06	       26.10	
SMU18000002000000008          	2015	M07	       26.11	
SMU18000002000000008          	2015	M08	       26.64	
SMU18000002000000008          	2015	M09	       25.79	
SMU18000002000000008          	2015	M10	       26.45	
SMU18000002000000008          	2015	M11	       26.74	
SMU18000002000000008          	2015	M12	       26.27	
SMU18000002000000008          	2015	M13	       25.86	
SMU18000002000000008          	2016	M01	       25.89	
SMU18000002000000008          	2016	M02	       25.49	
SMU18000002000000008          	2016	M03	       26.39	
SMU18000002000000008          	2016	M04	       27.24	
