series_id                     	state_code	area_code	supersector_code	industry_code	data_type_code	seasonal	benchmark_year	footnote_codes	begin_year	begin_period	end_year	end_period
SMS00000000000000021          	00	00000	00	00000000	21	S	2024		1991	M01	2025	M12
SMS00000000000000022          	00	00000	00	00000000	22	S	2024		1991	M01	2025	M12
SMS00000000000000023          	00	00000	00	00000000	23	S	2024		1991	M01	2025	M12
SMS00000000000000024          	00	00000	00	00000000	24	S	2024		1991	M01	2025	M12
SMS01000000000000001          	01	00000	00	00000000	01	S	2024		1990	M01	2025	M12
SMS01000000000000026          	01	00000	00	00000000	26	S	2024		1990	M04	2025	M12
SMS01000000500000001          	01	00000	05	05000000	01	S	2024		1990	M01	2025	M12
SMS01000000500000026          	01	00000	05	05000000	26	S	2024		1990	M04	2025	M12
SMS01000000600000001          	01	00000	06	06000000	01	S	2024		1990	M01	2025	M12
SMS01000000700000001          	01	00000	07	07000000	01	S	2024		1990	M01	2025	M12
SMS01000000800000001          	01	00000	08	08000000	01	S	2024		1990	M01	2025	M12
SMS01000001000000001          	01	00000	10	10000000	01	S	2024		1990	M01	2025	M12
SMS01000001500000001          	01	00000	15	15000000	01	S	2024		1990	M01	2025	M12
SMS01000002000000001          	01	00000	20	20000000	01	S	2024		1990	M01	2025	M12
SMS01000003000000001          	01	00000	30	30000000	01	S	2024		1990	M01	2025	M12
SMS01000003100000001          	01	00000	31	31000000	01	S	2024		1990	M01	2025	M12
SMS01000003200000001          	01	00000	32	32000000	01	S	2024		1990	M01	2025	M12
SMS01000004000000001          	01	00000	40	40000000	01	S	2024		1990	M01	2025	M12
SMS01000004100000001          	01	00000	41	41000000	01	S	2024		1990	M01	2025	M12
SMS01000004200000001          	01	00000	42	42000000	01	S	2024		1990	M01	2025	M12
SMS01000004300000001          	01	00000	43	43000000	01	S	2024		1990	M01	2025	M12
SMS01000005000000001          	01	00000	50	50000000	01	S	2024		1990	M01	2025	M12
SMS01000005500000001          	01	00000	55	55000000	01	S	2024		1990	M01	2025	M12
SMS01000005552000001          	01	00000	55	55520000	01	S	2024		1990	M01	2025	M12
SMS01000005553000001          	01	00000	55	55530000	01	S	2024		1990	M01	2025	M12
SMS01000006000000001          	01	00000	60	60000000	01	S	2024		1990	M01	2025	M12
SMS01000006054000001          	01	00000	60	60540000	01	S	2024		1990	M01	2025	M12
SMS01000006055000001          	01	00000	60	60550000	01	S	2024		1990	M01	2025	M12
SMS01000006056000001          	01	00000	60	60560000	01	S	2024		1990	M01	2025	M12
SMS01000006500000001          	01	00000	65	65000000	01	S	2024		1990	M01	2025	M12
SMS01000006561000001          	01	00000	65	65610000	01	S	2024		1990	M01	2025	M12
SMS01000006562000001          	01	00000	65	65620000	01	S	2024		1990	M01	2025	M12
SMS01000007000000001          	01	00000	70	70000000	01	S	2024		1990	M01	2025	M12
SMS01000007071000001          	01	00000	70	70710000	01	S	2024		1990	M01	2025	M12
SMS01000007072000001          	01	00000	70	70720000	01	S	2024		1990	M01	2025	M12
SMS01000008000000001          	01	00000	80	80000000	01	S	2024		1990	M01	2025	M12
SMS01000009000000001          	01	00000	90	90000000	01	S	2024		1990	M01	2025	M12
SMS01000009091000001          	01	00000	90	90910000	01	S	2024		1990	M01	2025	M12
SMS01000009092000001          	01	00000	90	90920000	01	S	2024		1990	M01	2025	M12
SMS01000009093000001          	01	00000	90	90930000	01	S	2024		1990	M01	2025	M12
SMS01115000000000001          	01	11500	00	00000000	01	S	2024		1990	M01	2025	M12
SMS01115000000000026          	01	11500	00	00000000	26	S	2024		1990	M04	2025	M12
SMS01122200000000001          	01	12220	00	00000000	01	S	2024		1990	M01	2025	M12
SMS01122200000000026          	01	12220	00	00000000	26	S	2024		1990	M04	2025	M12
SMS01138200000000001          	01	13820	00	00000000	01	S	2024		1990	M01	2025	M12
SMS01138200000000026          	01	13820	00	00000000	26	S	2024		1990	M04	2025	M12
SMS01193000000000001          	01	19300	00	00000000	01	S	2024		1990	M01	2025	M12
SMS01193000000000026          	01	19300	00	00000000	26	S	2024		1990	M04	2025	M12
SMS01194600000000001          	01	19460	00	00000000	01	S	2024		1990	M01	2025	M12
SMS01194600000000026          	01	19460	00	00000000	26	S	2024		1990	M04	2025	M12
SMS01200200000000001          	01	20020	00	00000000	01	S	2024		1990	M01	2025	M12
SMS01200200000000026          	01	20020	00	00000000	26	S	2024		1990	M04	2025	M12
SMS01225200000000001          	01	22520	00	00000000	01	S	2024		1990	M01	2025	M12
SMS01225200000000026          	01	22520	00	00000000	26	S	2024		1990	M04	2025	M12
SMS01234600000000001          	01	23460	00	00000000	01	S	2024		1990	M01	2025	M12
SMS01234600000000026          	01	23460	00	00000000	26	S	2024		1990	M04	2025	M12
SMS01266200000000001          	01	26620	00	00000000	01	S	2024		1990	M01	2025	M12
SMS01266200000000026          	01	26620	00	00000000	26	S	2024		1990	M04	2025	M12
SMS01336600000000001          	01	33660	00	00000000	01	S	2024		1990	M01	2025	M12
SMS01336600000000026          	01	33660	00	00000000	26	S	2024		1990	M04	2025	M12
SMS01338600000000001          	01	33860	00	00000000	01	S	2024		1990	M01	2025	M12
SMS01338600000000026          	01	33860	00	00000000	26	S	2024		1990	M04	2025	M12
SMS01462200000000001          	01	46220	00	00000000	01	S	2024		1990	M01	2025	M12
SMS01462200000000026          	01	46220	00	00000000	26	S	2024		1990	M04	2025	M12
SMS02000000000000001          	02	00000	00	00000000	01	S	2024		1990	M01	2025	M12
SMS02000000000000026          	02	00000	00	00000000	26	S	2024		1990	M04	2025	M12
SMS02000000500000001          	02	00000	05	05000000	01	S	2024		1990	M01	2025	M12
SMS02000000500000026          	02	00000	05	05000000	26	S	2024		1990	M04	2025	M12
SMS02000000600000001          	02	00000	06	06000000	01	S	2024		1990	M01	2025	M12
SMS02000000700000001          	02	00000	07	07000000	01	S	2024		1990	M01	2025	M12
SMS02000000800000001          	02	00000	08	08000000	01	S	2024		1990	M01	2025	M12
SMS02000001000000001          	02	00000	10	10000000	01	S	2024		1990	M01	2025	M12
SMS02000001500000001          	02	00000	15	15000000	01	S	2024		1990	M01	2025	M12
SMS02000002000000001          	02	00000	20	20000000	01	S	2024		1990	M01	2025	M12
SMS02000003000000001          	02	00000	30	30000000	01	S	2024		1990	M01	2025	M12
SMS02000003100000001          	02	00000	31	31000000	01	S	2024		1990	M01	2025	M12
SMS02000003200000001          	02	00000	32	32000000	01	S	2024		1990	M01	2025	M12
SMS02000004000000001          	02	00000	40	40000000	01	S	2024		1990	M01	2025	M12
SMS02000004100000001          	02	00000	41	41000000	01	S	2024		1990	M01	2025	M12
SMS02000004200000001          	02	00000	42	42000000	01	S	2024		1990	M01	2025	M12
SMS02000004300000001          	02	00000	43	43000000	01	S	2024		1990	M01	2025	M12
SMS02000005000000001          	02	00000	50	50000000	01	S	2024		1990	M01	2025	M12
SMS02000005500000001          	02	00000	55	55000000	01	S	2024		1990	M01	2025	M12
SMS02000005552000001          	02	00000	55	55520000	01	S	2024		1990	M01	2025	M12
SMS02000005553000001          	02	00000	55	55530000	01	S	2024		1990	M01	2025	M12
SMS02000006000000001          	02	00000	60	60000000	01	S	2024		1990	M01	2025	M12
SMS02000006054000001          	02	00000	60	60540000	01	S	2024		1990	M01	2025	M12
SMS02000006055000001          	02	00000	60	60550000	01	S	2024		2001	M01	2025	M12
SMS02000006056000001          	02	00000	60	60560000	01	S	2024		1990	M01	2025	M12
SMS02000006500000001          	02	00000	65	65000000	01	S	2024		1990	M01	2025	M12
SMS02000006561000001          	02	00000	65	65610000	01	S	2024		1990	M01	2025	M12
SMS02000006562000001          	02	00000	65	65620000	01	S	2024		1990	M01	2025	M12
SMS02000007000000001          	02	00000	70	70000000	01	S	2024		1990	M01	2025	M12
SMS02000007071000001          	02	00000	70	70710000	01	S	2024		1990	M01	2025	M12
SMS02000007072000001          	02	00000	70	70720000	01	S	2024		1990	M01	2025	M12
SMS02000008000000001          	02	00000	80	80000000	01	S	2024		1990	M01	2025	M12
SMS02000009000000001          	02	00000	90	90000000	01	S	2024		1990	M01	2025	M12
SMS02000009091000001          	02	00000	90	90910000	01	S	2024		1990	M01	2025	M12
SMS02000009092000001          	02	00000	90	90920000	01	S	2024		1990	M01	2025	M12
SMS02000009093000001          	02	00000	90	90930000	01	S	2024		1990	M01	2025	M12
SMS02112600000000001          	02	11260	00	00000000	01	S	2024		1990	M01	2025	M12
SMS02112600000000026          	02	11260	00	00000000	26	S	2024		1990	M04	2025	M12
SMS02218200000000001          	02	21820	00	00000000	01	S	2024		1990	M01	2025	M12
SMS02218200000000026          	02	21820	00	00000000	26	S	2024		1990	M04	2025	M12
SMS04000000000000001          	04	00000	00	00000000	01	S	2024		1990	M01	2025	M12
SMS04000000000000026          	04	00000	00	00000000	26	S	2024		1990	M04	2025	M12
SMS04000000500000001          	04	00000	05	05000000	01	S	2024		1990	M01	2025	M12
SMS04000000500000026          	04	00000	05	05000000	26	S	2024		1990	M04	2025	M12
SMS04000000600000001          	04	00000	06	06000000	01	S	2024		1990	M01	2025	M12
SMS04000000700000001          	04	00000	07	07000000	01	S	2024		1990	M01	2025	M12
SMS04000000800000001          	04	00000	08	08000000	01	S	2024		1990	M01	2025	M12
SMS04000001000000001          	04	00000	10	10000000	01	S	2024		1990	M01	2025	M12
SMS04000001500000001          	04	00000	15	15000000	01	S	2024		1990	M01	2025	M12
SMS04000002000000001          	04	00000	20	20000000	01	S	2024		1990	M01	2025	M12
SMS04000003000000001          	04	00000	30	30000000	01	S	2024		1990	M01	2025	M12
SMS04000003100000001          	04	00000	31	31000000	01	S	2024		1990	M01	2025	M12
SMS04000004000000001          	04	00000	40	40000000	01	S	2024		1990	M01	2025	M12
SMS04000004100000001          	04	00000	41	41000000	01	S	2024		1990	M01	2025	M12
SMS04000004200000001          	04	00000	42	42000000	01	S	2024		1990	M01	2025	M12
SMS04000004300000001          	04	00000	43	43000000	01	S	2024		1990	M01	2025	M12
SMS04000005000000001          	04	00000	50	50000000	01	S	2024		1990	M01	2025	M12
SMS04000005500000001          	04	00000	55	55000000	01	S	2024		1990	M01	2025	M12
SMS04000005552000001          	04	00000	55	55520000	01	S	2024		1990	M01	2025	M12
SMS04000005553000001          	04	00000	55	55530000	01	S	2024		1990	M01	2025	M12
SMS04000006000000001          	04	00000	60	60000000	01	S	2024		1990	M01	2025	M12
SMS04000006054000001          	04	00000	60	60540000	01	S	2024		1990	M01	2025	M12
SMS04000006055000001          	04	00000	60	60550000	01	S	2024		1990	M01	2025	M12
SMS04000006056000001          	04	00000	60	60560000	01	S	2024		1990	M01	2025	M12
SMS04000006500000001          	04	00000	65	65000000	01	S	2024		1990	M01	2025	M12
SMS04000006561000001          	04	00000	65	65610000	01	S	2024		1990	M01	2025	M12
SMS04000006562000001          	04	00000	65	65620000	01	S	2024		1990	M01	2025	M12
SMS04000007000000001          	04	00000	70	70000000	01	S	2024		1990	M01	2025	M12
SMS04000007071000001          	04	00000	70	70710000	01	S	2024		1990	M01	2025	M12
SMS04000007072000001          	04	00000	70	70720000	01	S	2024		1990	M01	2025	M12
SMS04000008000000001          	04	00000	80	80000000	01	S	2024		1990	M01	2025	M12
SMS04000009000000001          	04	00000	90	90000000	01	S	2024		1990	M01	2025	M12
SMS04000009091000001          	04	00000	90	90910000	01	S	2024		1990	M01	2025	M12
SMS04000009092000001          	04	00000	90	90920000	01	S	2024		1994	M01	2025	M12
SMS04000009093000001          	04	00000	90	90930000	01	S	2024		1994	M01	2025	M12
SMS04223800000000001          	04	22380	00	00000000	01	S	2024		1990	M01	2025	M12
SMS04223800000000026          	04	22380	00	00000000	26	S	2024		1990	M04	2025	M12
SMS04294200000000001          	04	29420	00	00000000	01	S	2024		1990	M01	2025	M12
SMS04294200000000026          	04	29420	00	00000000	26	S	2024		1990	M04	2025	M12
SMS04380600000000001          	04	38060	00	00000000	01	S	2024		1990	M01	2025	M12
SMS04380600000000026          	04	38060	00	00000000	26	S	2024		1990	M04	2025	M12
SMS04391500000000001          	04	39150	00	00000000	01	S	2024		1990	M01	2025	M12
SMS04391500000000026          	04	39150	00	00000000	26	S	2024		1990	M04	2025	M12
SMS04434200000000001          	04	43420	00	00000000	01	S	2024		1990	M01	2025	M12
SMS04434200000000026          	04	43420	00	00000000	26	S	2024		1990	M04	2025	M12
SMS04460600000000001          	04	46060	00	00000000	01	S	2024		1990	M01	2025	M12
SMS04460600000000026          	04	46060	00	00000000	26	S	2024		1990	M04	2025	M12
SMS04497400000000001          	04	49740	00	00000000	01	S	2024		1990	M01	2025	M12
SMS04497400000000026          	04	49740	00	00000000	26	S	2024		1990	M04	2025	M12
SMS05000000000000001          	05	00000	00	00000000	01	S	2024		1990	M01	2025	M12
SMS05000000000000026          	05	00000	00	00000000	26	S	2024		1990	M04	2025	M12
SMS05000000500000001          	05	00000	05	05000000	01	S	2024		1990	M01	2025	M12
SMS05000000500000026          	05	00000	05	05000000	26	S	2024		1990	M04	2025	M12
SMS05000000600000001          	05	00000	06	06000000	01	S	2024		1990	M01	2025	M12
SMS05000000700000001          	05	00000	07	07000000	01	S	2024		1990	M01	2025	M12
SMS05000000800000001          	05	00000	08	08000000	01	S	2024		1990	M01	2025	M12
SMS05000001000000001          	05	00000	10	10000000	01	S	2024		1990	M01	2025	M12
SMS05000001500000001          	05	00000	15	15000000	01	S	2024		1990	M01	2025	M12
SMS05000002000000001          	05	00000	20	20000000	01	S	2024		1990	M01	2025	M12
SMS05000003000000001          	05	00000	30	30000000	01	S	2024		1990	M01	2025	M12
SMS05000003100000001          	05	00000	31	31000000	01	S	2024		1990	M01	2025	M12
SMS05000003200000001          	05	00000	32	32000000	01	S	2024		1990	M01	2025	M12
SMS05000004000000001          	05	00000	40	40000000	01	S	2024		1990	M01	2025	M12
SMS05000004100000001          	05	00000	41	41000000	01	S	2024		1990	M01	2025	M12
SMS05000004200000001          	05	00000	42	42000000	01	S	2024		1990	M01	2025	M12
SMS05000004300000001          	05	00000	43	43000000	01	S	2024		1990	M01	2025	M12
SMS05000005000000001          	05	00000	50	50000000	01	S	2024		1990	M01	2025	M12
SMS05000005500000001          	05	00000	55	55000000	01	S	2024		1990	M01	2025	M12
SMS05000005552000001          	05	00000	55	55520000	01	S	2024		1990	M01	2025	M12
SMS05000005553000001          	05	00000	55	55530000	01	S	2024		1990	M01	2025	M12
SMS05000006000000001          	05	00000	60	60000000	01	S	2024		1990	M01	2025	M12
SMS05000006054000001          	05	00000	60	60540000	01	S	2024		1990	M01	2025	M12
SMS05000006055000001          	05	00000	60	60550000	01	S	2024		1990	M01	2025	M12
SMS05000006056000001          	05	00000	60	60560000	01	S	2024		1990	M01	2025	M12
SMS05000006500000001          	05	00000	65	65000000	01	S	2024		1990	M01	2025	M12
SMS05000006561000001          	05	00000	65	65610000	01	S	2024		1990	M01	2025	M12
SMS05000006562000001          	05	00000	65	65620000	01	S	2024		1990	M01	2025	M12
SMS05000007000000001          	05	00000	70	70000000	01	S	2024		1990	M01	2025	M12
SMS05000007071000001          	05	00000	70	70710000	01	S	2024		1990	M01	2025	M12
SMS05000007072000001          	05	00000	70	70720000	01	S	2024		1990	M01	2025	M12
SMS05000008000000001          	05	00000	80	80000000	01	S	2024		1990	M01	2025	M12
SMS05000009000000001          	05	00000	90	90000000	01	S	2024		1990	M01	2025	M12
SMS05000009091000001          	05	00000	90	90910000	01	S	2024		1990	M01	2025	M12
SMS05000009092000001          	05	00000	90	90920000	01	S	2024		1990	M01	2025	M12
SMS05000009093000001          	05	00000	90	90930000	01	S	2024		1990	M01	2025	M12
SMS05222200000000001          	05	22220	00	00000000	01	S	2024		1990	M01	2025	M12
SMS05222200000000026          	05	22220	00	00000000	26	S	2024		1990	M04	2025	M12
SMS05229000000000001          	05	22900	00	00000000	01	S	2024		1990	M01	2025	M12
SMS05229000000000026          	05	22900	00	00000000	26	S	2024		1990	M04	2025	M12
SMS05263000000000001          	05	26300	00	00000000	01	S	2024		1990	M01	2025	M12
SMS05263000000000026          	05	26300	00	00000000	26	S	2024		1990	M04	2025	M12
SMS05278600000000001          	05	27860	00	00000000	01	S	2024		1990	M01	2025	M12
SMS05278600000000026          	05	27860	00	00000000	26	S	2024		1990	M04	2025	M12
SMS05307800000000001          	05	30780	00	00000000	01	S	2024		1990	M01	2025	M12
SMS05307800000000026          	05	30780	00	00000000	26	S	2024		1990	M04	2025	M12
SMS06000000000000001          	06	00000	00	00000000	01	S	2024		1990	M01	2025	M12
SMS06000000000000026          	06	00000	00	00000000	26	S	2024		1990	M04	2025	M12
SMS06000000500000001          	06	00000	05	05000000	01	S	2024		1990	M01	2025	M12
SMS06000000500000026          	06	00000	05	05000000	26	S	2024		1990	M04	2025	M12
SMS06000000600000001          	06	00000	06	06000000	01	S	2024		1990	M01	2025	M12
SMS06000000700000001          	06	00000	07	07000000	01	S	2024		1990	M01	2025	M12
SMS06000000800000001          	06	00000	08	08000000	01	S	2024		1990	M01	2025	M12
SMS06000001000000001          	06	00000	10	10000000	01	S	2024		1990	M01	2025	M12
SMS06000001500000001          	06	00000	15	15000000	01	S	2024		1990	M01	2025	M12
SMS06000002000000001          	06	00000	20	20000000	01	S	2024		1990	M01	2025	M12
SMS06000003000000001          	06	00000	30	30000000	01	S	2024		1990	M01	2025	M12
SMS06000003100000001          	06	00000	31	31000000	01	S	2024		1990	M01	2025	M12
SMS06000003200000001          	06	00000	32	32000000	01	S	2024		1990	M01	2025	M12
SMS06000004000000001          	06	00000	40	40000000	01	S	2024		1990	M01	2025	M12
SMS06000004100000001          	06	00000	41	41000000	01	S	2024		1990	M01	2025	M12
SMS06000004200000001          	06	00000	42	42000000	01	S	2024		1990	M01	2025	M12
SMS06000004300000001          	06	00000	43	43000000	01	S	2024		1990	M01	2025	M12
SMS06000005000000001          	06	00000	50	50000000	01	S	2024		1990	M01	2025	M12
SMS06000005500000001          	06	00000	55	55000000	01	S	2024		1990	M01	2025	M12
SMS06000005552000001          	06	00000	55	55520000	01	S	2024		1990	M01	2025	M12
SMS06000005553000001          	06	00000	55	55530000	01	S	2024		1990	M01	2025	M12
SMS06000006000000001          	06	00000	60	60000000	01	S	2024		1990	M01	2025	M12
SMS06000006054000001          	06	00000	60	60540000	01	S	2024		1990	M01	2025	M12
SMS06000006055000001          	06	00000	60	60550000	01	S	2024		1990	M01	2025	M12
SMS06000006056000001          	06	00000	60	60560000	01	S	2024		1990	M01	2025	M12
SMS06000006500000001          	06	00000	65	65000000	01	S	2024		1990	M01	2025	M12
SMS06000006561000001          	06	00000	65	65610000	01	S	2024		1990	M01	2025	M12
SMS06000006562000001          	06	00000	65	65620000	01	S	2024		1990	M01	2025	M12
SMS06000007000000001          	06	00000	70	70000000	01	S	2024		1990	M01	2025	M12
SMS06000007071000001          	06	00000	70	70710000	01	S	2024		1990	M01	2025	M12
SMS06000007072000001          	06	00000	70	70720000	01	S	2024		1990	M01	2025	M12
SMS06000008000000001          	06	00000	80	80000000	01	S	2024		1990	M01	2025	M12
SMS06000009000000001          	06	00000	90	90000000	01	S	2024		1990	M01	2025	M12
SMS06000009091000001          	06	00000	90	90910000	01	S	2024		1990	M01	2025	M12
SMS06000009092000001          	06	00000	90	90920000	01	S	2024		1990	M01	2025	M12
SMS06000009093000001          	06	00000	90	90930000	01	S	2024		1990	M01	2025	M12
SMS06112440000000001          	06	11244	00	00000000	01	S	2024		1990	M01	2025	M12
SMS06112440000000026          	06	11244	00	00000000	26	S	2024		1990	M04	2025	M12
SMS06125400000000001          	06	12540	00	00000000	01	S	2024		1990	M01	2025	M12
SMS06125400000000026          	06	12540	00	00000000	26	S	2024		1990	M04	2025	M12
SMS06170200000000001          	06	17020	00	00000000	01	S	2024		1990	M01	2025	M12
SMS06170200000000026          	06	17020	00	00000000	26	S	2024		1990	M04	2025	M12
SMS06209400000000001          	06	20940	00	00000000	01	S	2024		1990	M01	2025	M12
SMS06209400000000026          	06	20940	00	00000000	26	S	2024		1990	M04	2025	M12
SMS06234200000000001          	06	23420	00	00000000	01	S	2024		1990	M01	2025	M12
SMS06234200000000026          	06	23420	00	00000000	26	S	2024		1990	M04	2025	M12
SMS06252600000000001          	06	25260	00	00000000	01	S	2024		1990	M01	2025	M12
SMS06252600000000026          	06	25260	00	00000000	26	S	2024		1990	M04	2025	M12
SMS06310800000000001          	06	31080	00	00000000	01	S	2024		1990	M01	2025	M12
SMS06310800000000026          	06	31080	00	00000000	26	S	2024		1990	M04	2025	M12
SMS06310840000000001          	06	31084	00	00000000	01	S	2024		1990	M01	2025	M12
SMS06310840000000026          	06	31084	00	00000000	26	S	2024		1990	M04	2025	M12
SMS06329000000000001          	06	32900	00	00000000	01	S	2024		1990	M01	2025	M12
SMS06329000000000026          	06	32900	00	00000000	26	S	2024		1990	M04	2025	M12
SMS06337000000000001          	06	33700	00	00000000	01	S	2024		1990	M01	2025	M12
SMS06337000000000026          	06	33700	00	00000000	26	S	2024		1990	M04	2025	M12
SMS06349000000000001          	06	34900	00	00000000	01	S	2024		1990	M01	2025	M12
SMS06349000000000026          	06	34900	00	00000000	26	S	2024		1990	M04	2025	M12
SMS06360840000000001          	06	36084	00	00000000	01	S	2024		1990	M01	2025	M12
SMS06360840000000026          	06	36084	00	00000000	26	S	2024		1990	M04	2025	M12
SMS06371000000000001          	06	37100	00	00000000	01	S	2024		1990	M01	2025	M12
SMS06371000000000026          	06	37100	00	00000000	26	S	2024		1990	M04	2025	M12
SMS06398200000000001          	06	39820	00	00000000	01	S	2024		1990	M01	2025	M12
SMS06398200000000026          	06	39820	00	00000000	26	S	2024		1990	M04	2025	M12
SMS06401400000000001          	06	40140	00	00000000	01	S	2024		1990	M01	2025	M12
SMS06401400000000026          	06	40140	00	00000000	26	S	2024		1990	M04	2025	M12
SMS06409000000000001          	06	40900	00	00000000	01	S	2024		1990	M01	2025	M12
SMS06409000000000026          	06	40900	00	00000000	26	S	2024		1990	M04	2025	M12
SMS06415000000000001          	06	41500	00	00000000	01	S	2024		1990	M01	2025	M12
SMS06415000000000026          	06	41500	00	00000000	26	S	2024		1990	M04	2025	M12
SMS06417400000000001          	06	41740	00	00000000	01	S	2024		1990	M01	2025	M12
SMS06417400000000026          	06	41740	00	00000000	26	S	2024		1990	M04	2025	M12
SMS06418600000000001          	06	41860	00	00000000	01	S	2024		1990	M01	2025	M12
SMS06418600000000026          	06	41860	00	00000000	26	S	2024		1990	M04	2025	M12
SMS06418840000000001          	06	41884	00	00000000	01	S	2024		1990	M01	2025	M12
SMS06418840000000026          	06	41884	00	00000000	26	S	2024		1990	M04	2025	M12
SMS06419400000000001          	06	41940	00	00000000	01	S	2024		1990	M01	2025	M12
SMS06419400000000026          	06	41940	00	00000000	26	S	2024		1990	M04	2025	M12
SMS06420200000000001          	06	42020	00	00000000	01	S	2024		1990	M01	2025	M12
SMS06420200000000026          	06	42020	00	00000000	26	S	2024		1990	M04	2025	M12
SMS06420340000000001          	06	42034	00	00000000	01	S	2024		1990	M01	2025	M12
SMS06420340000000026          	06	42034	00	00000000	26	S	2024		1990	M04	2025	M12
SMS06421000000000001          	06	42100	00	00000000	01	S	2024		1990	M01	2025	M12
SMS06421000000000026          	06	42100	00	00000000	26	S	2024		1990	M04	2025	M12
SMS06422000000000001          	06	42200	00	00000000	01	S	2024		1990	M01	2025	M12
SMS06422000000000026          	06	42200	00	00000000	26	S	2024		1990	M04	2025	M12
SMS06422200000000001          	06	42220	00	00000000	01	S	2024		1990	M01	2025	M12
SMS06422200000000026          	06	42220	00	00000000	26	S	2024		1990	M04	2025	M12
SMS06447000000000001          	06	44700	00	00000000	01	S	2024		1990	M01	2025	M12
SMS06447000000000026          	06	44700	00	00000000	26	S	2024		1990	M04	2025	M12
SMS06467000000000001          	06	46700	00	00000000	01	S	2024		1990	M01	2025	M12
SMS06467000000000026          	06	46700	00	00000000	26	S	2024		1990	M04	2025	M12
SMS06473000000000001          	06	47300	00	00000000	01	S	2024		1990	M01	2025	M12
SMS06473000000000026          	06	47300	00	00000000	26	S	2024		1990	M04	2025	M12
SMS06497000000000001          	06	49700	00	00000000	01	S	2024		1990	M01	2025	M12
SMS06497000000000026          	06	49700	00	00000000	26	S	2024		1990	M04	2025	M12
SMS08000000000000001          	08	00000	00	00000000	01	S	2024		1990	M01	2025	M12
SMS08000000000000026          	08	00000	00	00000000	26	S	2024		1990	M04	2025	M12
SMS08000000500000001          	08	00000	05	05000000	01	S	2024		1990	M01	2025	M12
SMS08000000500000026          	08	00000	05	05000000	26	S	2024		1990	M04	2025	M12
SMS08000000600000001          	08	00000	06	06000000	01	S	2024		1990	M01	2025	M12
SMS08000000700000001          	08	00000	07	07000000	01	S	2024		1990	M01	2025	M12
SMS08000000800000001          	08	00000	08	08000000	01	S	2024		1990	M01	2025	M12
SMS08000001000000001          	08	00000	10	10000000	01	S	2024		1990	M01	2025	M12
SMS08000001500000001          	08	00000	15	15000000	01	S	2024		1990	M01	2025	M12
SMS08000002000000001          	08	00000	20	20000000	01	S	2024		1990	M01	2025	M12
SMS08000003000000001          	08	00000	30	30000000	01	S	2024		1990	M01	2025	M12
SMS08000003100000001          	08	00000	31	31000000	01	S	2024		1990	M01	2025	M12
SMS08000003200000001          	08	00000	32	32000000	01	S	2024		1990	M01	2025	M12
SMS08000004000000001          	08	00000	40	40000000	01	S	2024		1990	M01	2025	M12
SMS08000004100000001          	08	00000	41	41000000	01	S	2024		1990	M01	2025	M12
SMS08000004200000001          	08	00000	42	42000000	01	S	2024		1990	M01	2025	M12
SMS08000004300000001          	08	00000	43	43000000	01	S	2024		1990	M01	2025	M12
SMS08000005000000001          	08	00000	50	50000000	01	S	2024		1990	M01	2025	M12
SMS08000005500000001          	08	00000	55	55000000	01	S	2024		1990	M01	2025	M12
SMS08000005552000001          	08	00000	55	55520000	01	S	2024		1990	M01	2025	M12
SMS08000005553000001          	08	00000	55	55530000	01	S	2024		1990	M01	2025	M12
SMS08000006000000001          	08	00000	60	60000000	01	S	2024		1990	M01	2025	M12
SMS08000006054000001          	08	00000	60	60540000	01	S	2024		1990	M01	2025	M12
SMS08000006055000001          	08	00000	60	60550000	01	S	2024		1990	M01	2025	M12
SMS08000006056000001          	08	00000	60	60560000	01	S	2024		1990	M01	2025	M12
SMS08000006500000001          	08	00000	65	65000000	01	S	2024		1990	M01	2025	M12
SMS08000006561000001          	08	00000	65	65610000	01	S	2024		1990	M01	2025	M12
SMS08000006562000001          	08	00000	65	65620000	01	S	2024		1990	M01	2025	M12
SMS08000007000000001          	08	00000	70	70000000	01	S	2024		1990	M01	2025	M12
SMS08000007071000001          	08	00000	70	70710000	01	S	2024		1990	M01	2025	M12
SMS08000007072000001          	08	00000	70	70720000	01	S	2024		1990	M01	2025	M12
SMS08000008000000001          	08	00000	80	80000000	01	S	2024		1990	M01	2025	M12
SMS08000009000000001          	08	00000	90	90000000	01	S	2024		1990	M01	2025	M12
SMS08000009091000001          	08	00000	90	90910000	01	S	2024		1990	M01	2025	M12
SMS08000009092000001          	08	00000	90	90920000	01	S	2024		1990	M01	2025	M12
SMS08000009093000001          	08	00000	90	90930000	01	S	2024		1990	M01	2025	M12
SMS08145000000000001          	08	14500	00	00000000	01	S	2024		1990	M01	2025	M12
SMS08145000000000026          	08	14500	00	00000000	26	S	2024		1990	M04	2025	M12
SMS08178200000000001          	08	17820	00	00000000	01	S	2024		1990	M01	2025	M12
SMS08178200000000026          	08	17820	00	00000000	26	S	2024		1990	M04	2025	M12
SMS08197400000000001          	08	19740	00	00000000	01	S	2024		1990	M01	2025	M12
SMS08197400000000026          	08	19740	00	00000000	26	S	2024		1990	M04	2025	M12
SMS08226600000000001          	08	22660	00	00000000	01	S	2024		1990	M01	2025	M12
SMS08226600000000026          	08	22660	00	00000000	26	S	2024		1990	M04	2025	M12
