series_id                     	state_code	area_code	supersector_code	industry_code	data_type_code	seasonal	benchmark_year	footnote_codes	begin_year	begin_period	end_year	end_period
SMU04497407000000001          	04	49740	70	70000000	01	U	2024		1990	M01	2025	M12
SMU04497408000000001          	04	49740	80	80000000	01	U	2024		1990	M01	2025	M12
SMU04497409000000001          	04	49740	90	90000000	01	U	2024		1990	M01	2025	M12
SMU04497409091000001          	04	49740	90	90910000	01	U	2024		1990	M01	2025	M12
SMU04497409094000001          	04	49740	90	90940000	01	U	2024		1990	M01	2025	M12
SMU05000000000000001          	05	00000	00	00000000	01	U	2024		1939	M01	2025	M12
SMU05000000500000001          	05	00000	05	05000000	01	U	2024		1990	M01	2025	M12
SMU05000000500000002          	05	00000	05	05000000	02	U	2024		2007	M01	2025	M12
SMU05000000500000003          	05	00000	05	05000000	03	U	2024		2007	M01	2025	M12
SMU05000000500000011          	05	00000	05	05000000	11	U	2024		2007	M01	2025	M12
SMU05000000600000001          	05	00000	06	06000000	01	U	2024		1990	M01	2025	M12
SMU05000000600000002          	05	00000	06	06000000	02	U	2024		2007	M01	2025	M12
SMU05000000600000003          	05	00000	06	06000000	03	U	2024		2007	M01	2025	M12
SMU05000000600000011          	05	00000	06	06000000	11	U	2024		2007	M01	2025	M12
SMU05000000700000001          	05	00000	07	07000000	01	U	2024		1990	M01	2025	M12
SMU05000000800000001          	05	00000	08	08000000	01	U	2024		1990	M01	2025	M12
SMU05000000800000002          	05	00000	08	08000000	02	U	2024		2007	M01	2025	M12
SMU05000000800000003          	05	00000	08	08000000	03	U	2024		2007	M01	2025	M12
SMU05000000800000011          	05	00000	08	08000000	11	U	2024		2007	M01	2025	M12
SMU05000001000000001          	05	00000	10	10000000	01	U	2024		1990	M01	2025	M12
SMU05000001500000001          	05	00000	15	15000000	01	U	2024		1990	M01	2025	M12
SMU05000002000000001          	05	00000	20	20000000	01	U	2024		1990	M01	2025	M12
SMU05000002000000002          	05	00000	20	20000000	02	U	2024		2007	M01	2025	M12
SMU05000002000000003          	05	00000	20	20000000	03	U	2024		2007	M01	2025	M12
SMU05000002000000011          	05	00000	20	20000000	11	U	2024		2007	M01	2025	M12
SMU05000002023800001          	05	00000	20	20238000	01	U	2024		1990	M01	2025	M12
SMU05000003000000001          	05	00000	30	30000000	01	U	2024		1990	M01	2025	M12
SMU05000003000000002          	05	00000	30	30000000	02	U	2024		2007	M01	2025	M12
SMU05000003000000003          	05	00000	30	30000000	03	U	2024		2007	M01	2025	M12
SMU05000003000000006          	05	00000	30	30000000	06	U	2024		2001	M01	2025	M12
SMU05000003000000007          	05	00000	30	30000000	07	U	2024		2001	M01	2025	M12
SMU05000003000000008          	05	00000	30	30000000	08	U	2024		2001	M01	2025	M12
SMU05000003000000011          	05	00000	30	30000000	11	U	2024		2007	M01	2025	M12
SMU05000003000000030          	05	00000	30	30000000	30	U	2024		2001	M01	2025	M12
SMU05000003100000001          	05	00000	31	31000000	01	U	2024		1990	M01	2025	M12
SMU05000003100000006          	05	00000	31	31000000	06	U	2024		2001	M01	2025	M12
SMU05000003100000007          	05	00000	31	31000000	07	U	2024		2001	M01	2025	M12
SMU05000003100000008          	05	00000	31	31000000	08	U	2024		2001	M01	2025	M12
SMU05000003100000030          	05	00000	31	31000000	30	U	2024		2001	M01	2025	M12
SMU05000003200000001          	05	00000	32	32000000	01	U	2024		1990	M01	2025	M12
SMU05000003200000006          	05	00000	32	32000000	06	U	2024		2001	M01	2025	M12
SMU05000003200000007          	05	00000	32	32000000	07	U	2024		2001	M01	2025	M12
SMU05000003200000008          	05	00000	32	32000000	08	U	2024		2001	M01	2025	M12
SMU05000003200000030          	05	00000	32	32000000	30	U	2024		2001	M01	2025	M12
SMU05000004000000001          	05	00000	40	40000000	01	U	2024		1990	M01	2025	M12
SMU05000004000000002          	05	00000	40	40000000	02	U	2024		2007	M01	2025	M12
SMU05000004000000003          	05	00000	40	40000000	03	U	2024		2007	M01	2025	M12
SMU05000004000000011          	05	00000	40	40000000	11	U	2024		2007	M01	2025	M12
SMU05000004100000001          	05	00000	41	41000000	01	U	2024		1990	M01	2025	M12
SMU05000004200000001          	05	00000	42	42000000	01	U	2024		1990	M01	2025	M12
SMU05000004300000001          	05	00000	43	43000000	01	U	2024		1990	M01	2025	M12
SMU05000005000000001          	05	00000	50	50000000	01	U	2024		1990	M01	2025	M12
SMU05000005500000001          	05	00000	55	55000000	01	U	2024		1990	M01	2025	M12
SMU05000005500000002          	05	00000	55	55000000	02	U	2024		2007	M01	2025	M12
SMU05000005500000003          	05	00000	55	55000000	03	U	2024		2007	M01	2025	M12
SMU05000005500000011          	05	00000	55	55000000	11	U	2024		2007	M01	2025	M12
SMU05000005552000001          	05	00000	55	55520000	01	U	2024		1990	M01	2025	M12
SMU05000005553000001          	05	00000	55	55530000	01	U	2024		1990	M01	2025	M12
SMU05000006000000001          	05	00000	60	60000000	01	U	2024		1990	M01	2025	M12
SMU05000006000000002          	05	00000	60	60000000	02	U	2024		2007	M01	2025	M12
SMU05000006000000003          	05	00000	60	60000000	03	U	2024		2007	M01	2025	M12
SMU05000006000000011          	05	00000	60	60000000	11	U	2024		2007	M01	2025	M12
SMU05000006054000001          	05	00000	60	60540000	01	U	2024		1990	M01	2025	M12
SMU05000006055000001          	05	00000	60	60550000	01	U	2024		1990	M01	2025	M12
SMU05000006056000001          	05	00000	60	60560000	01	U	2024		1990	M01	2025	M12
SMU05000006500000001          	05	00000	65	65000000	01	U	2024		1990	M01	2025	M12
SMU05000006500000002          	05	00000	65	65000000	02	U	2024		2007	M01	2025	M12
SMU05000006500000003          	05	00000	65	65000000	03	U	2024		2007	M01	2025	M12
SMU05000006500000011          	05	00000	65	65000000	11	U	2024		2007	M01	2025	M12
SMU05000006561000001          	05	00000	65	65610000	01	U	2024		1990	M01	2025	M12
SMU05000006562000001          	05	00000	65	65620000	01	U	2024		1990	M01	2025	M12
SMU05000006562100001          	05	00000	65	65621000	01	U	2024		1990	M01	2025	M12
SMU05000006562400001          	05	00000	65	65624000	01	U	2024		1990	M01	2025	M12
SMU05000007000000001          	05	00000	70	70000000	01	U	2024		1990	M01	2025	M12
SMU05000007000000002          	05	00000	70	70000000	02	U	2024		2007	M01	2025	M12
SMU05000007000000003          	05	00000	70	70000000	03	U	2024		2007	M01	2025	M12
SMU05000007000000011          	05	00000	70	70000000	11	U	2024		2007	M01	2025	M12
SMU05000007071000001          	05	00000	70	70710000	01	U	2024		1990	M01	2025	M12
SMU05000007072000001          	05	00000	70	70720000	01	U	2024		1990	M01	2025	M12
SMU05000007072100001          	05	00000	70	70721000	01	U	2024		1990	M01	2025	M12
SMU05000007072200001          	05	00000	70	70722000	01	U	2024		1990	M01	2025	M12
SMU05000008000000001          	05	00000	80	80000000	01	U	2024		1990	M01	2025	M12
SMU05000009000000001          	05	00000	90	90000000	01	U	2024		1990	M01	2025	M12
SMU05000009091000001          	05	00000	90	90910000	01	U	2024		1990	M01	2025	M12
SMU05000009092000001          	05	00000	90	90920000	01	U	2024		1990	M01	2025	M12
SMU05000009092161101          	05	00000	90	90921611	01	U	2024		1990	M01	2025	M12
SMU05000009092200001          	05	00000	90	90922000	01	U	2024		1990	M01	2025	M12
SMU05000009093000001          	05	00000	90	90930000	01	U	2024		1990	M01	2025	M12
SMU05000009093161101          	05	00000	90	90931611	01	U	2024		2012	M01	2025	M12
SMU05000009093200001          	05	00000	90	90932000	01	U	2024		2012	M01	2025	M12
SMU05222200000000001          	05	22220	00	00000000	01	U	2024		1990	M01	2025	M12
SMU05222200500000001          	05	22220	05	05000000	01	U	2024		1990	M01	2025	M12
SMU05222200500000002          	05	22220	05	05000000	02	U	2024		2007	M01	2025	M12
SMU05222200500000003          	05	22220	05	05000000	03	U	2024		2007	M01	2025	M12
SMU05222200500000011          	05	22220	05	05000000	11	U	2024		2007	M01	2025	M12
SMU05222200600000001          	05	22220	06	06000000	01	U	2024		1990	M01	2025	M12
SMU05222200700000001          	05	22220	07	07000000	01	U	2024		1990	M01	2025	M12
SMU05222200800000001          	05	22220	08	08000000	01	U	2024		1990	M01	2025	M12
SMU05222201500000001          	05	22220	15	15000000	01	U	2024		1990	M01	2025	M12
SMU05222203000000001          	05	22220	30	30000000	01	U	2024		1990	M01	2025	M12
SMU05222204000000001          	05	22220	40	40000000	01	U	2024		1990	M01	2025	M12
SMU05222204100000001          	05	22220	41	41000000	01	U	2024		1990	M01	2025	M12
SMU05222204200000001          	05	22220	42	42000000	01	U	2024		1990	M01	2025	M12
SMU05222204300000001          	05	22220	43	43000000	01	U	2024		1990	M01	2025	M12
SMU05222205000000001          	05	22220	50	50000000	01	U	2024		1990	M01	2025	M12
SMU05222205500000001          	05	22220	55	55000000	01	U	2024		1990	M01	2025	M12
SMU05222206000000001          	05	22220	60	60000000	01	U	2024		1990	M01	2025	M12
SMU05222206500000001          	05	22220	65	65000000	01	U	2024		1990	M01	2025	M12
SMU05222207000000001          	05	22220	70	70000000	01	U	2024		1990	M01	2025	M12
SMU05222208000000001          	05	22220	80	80000000	01	U	2024		1990	M01	2025	M12
SMU05222209000000001          	05	22220	90	90000000	01	U	2024		1990	M01	2025	M12
SMU05222209091000001          	05	22220	90	90910000	01	U	2024		1990	M01	2025	M12
SMU05222209092000001          	05	22220	90	90920000	01	U	2024		2003	M01	2025	M12
SMU05222209093000001          	05	22220	90	90930000	01	U	2024		2003	M01	2025	M12
SMU05229000000000001          	05	22900	00	00000000	01	U	2024		1990	M01	2025	M12
SMU05229000500000001          	05	22900	05	05000000	01	U	2024		1990	M01	2025	M12
SMU05229000500000002          	05	22900	05	05000000	02	U	2024		2007	M01	2025	M12
SMU05229000500000003          	05	22900	05	05000000	03	U	2024		2007	M01	2025	M12
SMU05229000500000011          	05	22900	05	05000000	11	U	2024		2007	M01	2025	M12
SMU05229000600000001          	05	22900	06	06000000	01	U	2024		1990	M01	2025	M12
SMU05229000700000001          	05	22900	07	07000000	01	U	2024		1990	M01	2025	M12
SMU05229000800000001          	05	22900	08	08000000	01	U	2024		1990	M01	2025	M12
SMU05229001500000001          	05	22900	15	15000000	01	U	2024		1990	M01	2025	M12
SMU05229003000000001          	05	22900	30	30000000	01	U	2024		1990	M01	2025	M12
SMU05229004000000001          	05	22900	40	40000000	01	U	2024		1990	M01	2025	M12
SMU05229004100000001          	05	22900	41	41000000	01	U	2024		1990	M01	2025	M12
SMU05229004200000001          	05	22900	42	42000000	01	U	2024		1990	M01	2025	M12
SMU05229004300000001          	05	22900	43	43000000	01	U	2024		1990	M01	2025	M12
SMU05229005000000001          	05	22900	50	50000000	01	U	2024		1990	M01	2025	M12
SMU05229005500000001          	05	22900	55	55000000	01	U	2024		1990	M01	2025	M12
SMU05229006000000001          	05	22900	60	60000000	01	U	2024		1990	M01	2025	M12
SMU05229006500000001          	05	22900	65	65000000	01	U	2024		1990	M01	2025	M12
SMU05229007000000001          	05	22900	70	70000000	01	U	2024		1990	M01	2025	M12
SMU05229008000000001          	05	22900	80	80000000	01	U	2024		1990	M01	2025	M12
SMU05229009000000001          	05	22900	90	90000000	01	U	2024		1990	M01	2025	M12
SMU05229009091000001          	05	22900	90	90910000	01	U	2024		1990	M01	2025	M12
SMU05229009092000001          	05	22900	90	90920000	01	U	2024		2003	M01	2025	M12
SMU05229009093000001          	05	22900	90	90930000	01	U	2024		2003	M01	2025	M12
SMU05263000000000001          	05	26300	00	00000000	01	U	2024		1990	M01	2025	M12
SMU05263000500000001          	05	26300	05	05000000	01	U	2024		1990	M01	2025	M12
SMU05263000500000002          	05	26300	05	05000000	02	U	2024		2007	M01	2025	M12
SMU05263000500000003          	05	26300	05	05000000	03	U	2024		2007	M01	2025	M12
SMU05263000500000011          	05	26300	05	05000000	11	U	2024		2007	M01	2025	M12
SMU05263000600000001          	05	26300	06	06000000	01	U	2024		1990	M01	2025	M12
SMU05263000700000001          	05	26300	07	07000000	01	U	2024		1990	M01	2025	M12
SMU05263000800000001          	05	26300	08	08000000	01	U	2024		1990	M01	2025	M12
SMU05263009000000001          	05	26300	90	90000000	01	U	2024		1990	M01	2025	M12
SMU05278600000000001          	05	27860	00	00000000	01	U	2024		1990	M01	2025	M12
SMU05278600500000001          	05	27860	05	05000000	01	U	2024		1990	M01	2025	M12
SMU05278600500000002          	05	27860	05	05000000	02	U	2024		2007	M01	2025	M12
SMU05278600500000003          	05	27860	05	05000000	03	U	2024		2007	M01	2025	M12
SMU05278600500000011          	05	27860	05	05000000	11	U	2024		2007	M01	2025	M12
SMU05278600600000001          	05	27860	06	06000000	01	U	2024		1990	M01	2025	M12
SMU05278600700000001          	05	27860	07	07000000	01	U	2024		1990	M01	2025	M12
SMU05278600800000001          	05	27860	08	08000000	01	U	2024		1990	M01	2025	M12
SMU05278609000000001          	05	27860	90	90000000	01	U	2024		1990	M01	2025	M12
SMU05307800000000001          	05	30780	00	00000000	01	U	2024		1990	M01	2025	M12
SMU05307800500000001          	05	30780	05	05000000	01	U	2024		1990	M01	2025	M12
SMU05307800500000002          	05	30780	05	05000000	02	U	2024		2007	M01	2025	M12
SMU05307800500000003          	05	30780	05	05000000	03	U	2024		2007	M01	2025	M12
SMU05307800500000011          	05	30780	05	05000000	11	U	2024		2007	M01	2025	M12
SMU05307800600000001          	05	30780	06	06000000	01	U	2024		1990	M01	2025	M12
SMU05307800700000001          	05	30780	07	07000000	01	U	2024		1990	M01	2025	M12
SMU05307800800000001          	05	30780	08	08000000	01	U	2024		1990	M01	2025	M12
SMU05307801500000001          	05	30780	15	15000000	01	U	2024		1990	M01	2025	M12
SMU05307803000000001          	05	30780	30	30000000	01	U	2024		1990	M01	2025	M12
SMU05307804000000001          	05	30780	40	40000000	01	U	2024		1990	M01	2025	M12
SMU05307804100000001          	05	30780	41	41000000	01	U	2024		1990	M01	2025	M12
SMU05307804200000001          	05	30780	42	42000000	01	U	2024		1990	M01	2025	M12
SMU05307804300000001          	05	30780	43	43000000	01	U	2024		1990	M01	2025	M12
SMU05307805000000001          	05	30780	50	50000000	01	U	2024		1990	M01	2025	M12
SMU05307805500000001          	05	30780	55	55000000	01	U	2024		1990	M01	2025	M12
SMU05307806000000001          	05	30780	60	60000000	01	U	2024		1990	M01	2025	M12
SMU05307806500000001          	05	30780	65	65000000	01	U	2024		1990	M01	2025	M12
SMU05307807000000001          	05	30780	70	70000000	01	U	2024		1990	M01	2025	M12
SMU05307808000000001          	05	30780	80	80000000	01	U	2024		1990	M01	2025	M12
SMU05307809000000001          	05	30780	90	90000000	01	U	2024		1990	M01	2025	M12
SMU05307809091000001          	05	30780	90	90910000	01	U	2024		1990	M01	2025	M12
SMU05307809092000001          	05	30780	90	90920000	01	U	2024		2003	M01	2025	M12
SMU05307809093000001          	05	30780	90	90930000	01	U	2024		2003	M01	2025	M12
SMU06000000000000001          	06	00000	00	00000000	01	U	2024		1939	M01	2025	M12
SMU06000000500000001          	06	00000	05	05000000	01	U	2024		1990	M01	2025	M12
SMU06000000500000002          	06	00000	05	05000000	02	U	2024		2007	M01	2025	M12
SMU06000000500000003          	06	00000	05	05000000	03	U	2024		2007	M01	2025	M12
SMU06000000500000011          	06	00000	05	05000000	11	U	2024		2007	M01	2025	M12
SMU06000000600000001          	06	00000	06	06000000	01	U	2024		1990	M01	2025	M12
SMU06000000600000002          	06	00000	06	06000000	02	U	2024		2007	M01	2025	M12
SMU06000000600000003          	06	00000	06	06000000	03	U	2024		2007	M01	2025	M12
SMU06000000600000011          	06	00000	06	06000000	11	U	2024		2007	M01	2025	M12
SMU06000000700000001          	06	00000	07	07000000	01	U	2024		1990	M01	2025	M12
SMU06000000800000001          	06	00000	08	08000000	01	U	2024		1990	M01	2025	M12
SMU06000000800000002          	06	00000	08	08000000	02	U	2024		2007	M01	2025	M12
SMU06000000800000003          	06	00000	08	08000000	03	U	2024		2007	M01	2025	M12
SMU06000000800000011          	06	00000	08	08000000	11	U	2024		2007	M01	2025	M12
SMU06000001000000001          	06	00000	10	10000000	01	U	2024		1990	M01	2025	M12
SMU06000001011330001          	06	00000	10	10113300	01	U	2024		1990	M01	2025	M12
SMU06000001021000001          	06	00000	10	10210000	01	U	2024		1990	M01	2025	M12
SMU06000001021100001          	06	00000	10	10211000	01	U	2024		1990	M01	2025	M12
SMU06000001021200001          	06	00000	10	10212000	01	U	2024		1990	M01	2025	M12
SMU06000001021300001          	06	00000	10	10213000	01	U	2024		1990	M01	2025	M12
SMU06000001500000001          	06	00000	15	15000000	01	U	2024		1990	M01	2025	M12
SMU06000002000000001          	06	00000	20	20000000	01	U	2024		1990	M01	2025	M12
SMU06000002000000002          	06	00000	20	20000000	02	U	2024		2007	M01	2025	M12
SMU06000002000000003          	06	00000	20	20000000	03	U	2024		2007	M01	2025	M12
SMU06000002000000011          	06	00000	20	20000000	11	U	2024		2007	M01	2025	M12
SMU06000002023600001          	06	00000	20	20236000	01	U	2024		1990	M01	2025	M12
SMU06000002023610001          	06	00000	20	20236100	01	U	2024		1990	M01	2025	M12
SMU06000002023620001          	06	00000	20	20236200	01	U	2024		1990	M01	2025	M12
SMU06000002023700001          	06	00000	20	20237000	01	U	2024		1990	M01	2025	M12
SMU06000002023710001          	06	00000	20	20237100	01	U	2024		1990	M01	2025	M12
SMU06000002023720001          	06	00000	20	20237200	01	U	2024		1990	M01	2025	M12
SMU06000002023730001          	06	00000	20	20237300	01	U	2024		1990	M01	2025	M12
SMU06000002023790001          	06	00000	20	20237900	01	U	2024		1990	M01	2025	M12
SMU06000002023800001          	06	00000	20	20238000	01	U	2024		1990	M01	2025	M12
SMU06000002023810001          	06	00000	20	20238100	01	U	2024		1990	M01	2025	M12
SMU06000002023820001          	06	00000	20	20238200	01	U	2024		1990	M01	2025	M12
SMU06000002023830001          	06	00000	20	20238300	01	U	2024		1990	M01	2025	M12
SMU06000002023890001          	06	00000	20	20238900	01	U	2024		1990	M01	2025	M12
SMU06000003000000001          	06	00000	30	30000000	01	U	2024		1990	M01	2025	M12
SMU06000003000000002          	06	00000	30	30000000	02	U	2024		2007	M01	2025	M12
SMU06000003000000003          	06	00000	30	30000000	03	U	2024		2007	M01	2025	M12
SMU06000003000000007          	06	00000	30	30000000	07	U	2024		2001	M01	2025	M12
SMU06000003000000008          	06	00000	30	30000000	08	U	2024		2001	M01	2025	M12
SMU06000003000000011          	06	00000	30	30000000	11	U	2024		2007	M01	2025	M12
SMU06000003000000030          	06	00000	30	30000000	30	U	2024		2001	M01	2025	M12
SMU06000003100000001          	06	00000	31	31000000	01	U	2024		1990	M01	2025	M12
SMU06000003100000007          	06	00000	31	31000000	07	U	2024		2001	M01	2025	M12
SMU06000003100000008          	06	00000	31	31000000	08	U	2024		2001	M01	2025	M12
SMU06000003100000030          	06	00000	31	31000000	30	U	2024		2001	M01	2025	M12
SMU06000003132100001          	06	00000	31	31321000	01	U	2024		1990	M01	2025	M12
SMU06000003132190001          	06	00000	31	31321900	01	U	2024		1990	M01	2025	M12
SMU06000003132700001          	06	00000	31	31327000	01	U	2024		1990	M01	2025	M12
SMU06000003133100001          	06	00000	31	31331000	01	U	2024		1990	M01	2025	M12
SMU06000003133200001          	06	00000	31	31332000	01	U	2024		1990	M01	2025	M12
SMU06000003133230001          	06	00000	31	31332300	01	U	2024		1990	M01	2025	M12
SMU06000003133270001          	06	00000	31	31332700	01	U	2024		1990	M01	2025	M12
SMU06000003133290001          	06	00000	31	31332900	01	U	2024		1990	M01	2025	M12
SMU06000003133300001          	06	00000	31	31333000	01	U	2024		1990	M01	2025	M12
SMU06000003133320001          	06	00000	31	31333200	01	U	2024		1990	M01	2025	M12
SMU06000003133330001          	06	00000	31	31333300	01	U	2024		1990	M01	2025	M12
SMU06000003133350001          	06	00000	31	31333500	01	U	2024		1990	M01	2025	M12
SMU06000003133390001          	06	00000	31	31333900	01	U	2024		1990	M01	2025	M12
SMU06000003133400001          	06	00000	31	31334000	01	U	2024		1990	M01	2025	M12
SMU06000003133410001          	06	00000	31	31334100	01	U	2024		1990	M01	2025	M12
SMU06000003133411101          	06	00000	31	31334111	01	U	2024		1990	M01	2025	M12
SMU06000003133420001          	06	00000	31	31334200	01	U	2024		1990	M01	2025	M12
SMU06000003133440001          	06	00000	31	31334400	01	U	2024		1990	M01	2025	M12
SMU06000003133441201          	06	00000	31	31334412	01	U	2024		1990	M01	2025	M12
SMU06000003133441301          	06	00000	31	31334413	01	U	2024		1990	M01	2025	M12
SMU06000003133450001          	06	00000	31	31334500	01	U	2024		1990	M01	2025	M12
SMU06000003133500001          	06	00000	31	31335000	01	U	2024		1990	M01	2025	M12
SMU06000003133600001          	06	00000	31	31336000	01	U	2024		1990	M01	2025	M12
SMU06000003133610001          	06	00000	31	31336100	01	U	2024		1990	M01	2025	M12
SMU06000003133640001          	06	00000	31	31336400	01	U	2024		1990	M01	2025	M12
SMU06000003133660001          	06	00000	31	31336600	01	U	2024		1990	M01	2025	M12
SMU06000003133700001          	06	00000	31	31337000	01	U	2024		1990	M01	2025	M12
SMU06000003133710001          	06	00000	31	31337100	01	U	2024		1990	M01	2025	M12
SMU06000003133900001          	06	00000	31	31339000	01	U	2024		1990	M01	2025	M12
SMU06000003133910001          	06	00000	31	31339100	01	U	2024		1990	M01	2025	M12
SMU06000003133990001          	06	00000	31	31339900	01	U	2024		1990	M01	2025	M12
SMU06000003200000001          	06	00000	32	32000000	01	U	2024		1990	M01	2025	M12
SMU06000003200000007          	06	00000	32	32000000	07	U	2024		2001	M01	2025	M12
SMU06000003200000008          	06	00000	32	32000000	08	U	2024		2001	M01	2025	M12
SMU06000003200000030          	06	00000	32	32000000	30	U	2024		2001	M01	2025	M12
SMU06000003231100001          	06	00000	32	32311000	01	U	2024		1990	M01	2025	M12
SMU06000003231140001          	06	00000	32	32311400	01	U	2024		1990	M01	2025	M12
SMU06000003231150001          	06	00000	32	32311500	01	U	2024		1990	M01	2025	M12
SMU06000003231160001          	06	00000	32	32311600	01	U	2024		1990	M01	2025	M12
SMU06000003231180001          	06	00000	32	32311800	01	U	2024		1990	M01	2025	M12
SMU06000003231190001          	06	00000	32	32311900	01	U	2024		1990	M01	2025	M12
SMU06000003231200001          	06	00000	32	32312000	01	U	2024		1990	M01	2025	M12
SMU06000003231300001          	06	00000	32	32313000	01	U	2024		1990	M01	2025	M12
SMU06000003231400001          	06	00000	32	32314000	01	U	2024		1990	M01	2025	M12
SMU06000003231500001          	06	00000	32	32315000	01	U	2024		1990	M01	2025	M12
SMU06000003231510001          	06	00000	32	32315100	01	U	2024		1990	M01	2025	M12
SMU06000003231520001          	06	00000	32	32315200	01	U	2024		1990	M01	2025	M12
SMU06000003232200001          	06	00000	32	32322000	01	U	2024		1990	M01	2025	M12
SMU06000003232220001          	06	00000	32	32322200	01	U	2024		1990	M01	2025	M12
SMU06000003232300001          	06	00000	32	32323000	01	U	2024		1990	M01	2025	M12
SMU06000003232400001          	06	00000	32	32324000	01	U	2024		1990	M01	2025	M12
SMU06000003232500001          	06	00000	32	32325000	01	U	2024		1990	M01	2025	M12
SMU06000003232540001          	06	00000	32	32325400	01	U	2024		1990	M01	2025	M12
SMU06000003232560001          	06	00000	32	32325600	01	U	2024		1990	M01	2025	M12
SMU06000003232600001          	06	00000	32	32326000	01	U	2024		1990	M01	2025	M12
SMU06000004000000001          	06	00000	40	40000000	01	U	2024		1990	M01	2025	M12
SMU06000004000000002          	06	00000	40	40000000	02	U	2024		2007	M01	2025	M12
SMU06000004000000003          	06	00000	40	40000000	03	U	2024		2007	M01	2025	M12
SMU06000004000000011          	06	00000	40	40000000	11	U	2024		2007	M01	2025	M12
SMU06000004100000001          	06	00000	41	41000000	01	U	2024		1990	M01	2025	M12
SMU06000004142300001          	06	00000	41	41423000	01	U	2024		1990	M01	2025	M12
SMU06000004142310001          	06	00000	41	41423100	01	U	2024		1990	M01	2025	M12
SMU06000004142320001          	06	00000	41	41423200	01	U	2024		1990	M01	2025	M12
SMU06000004142330001          	06	00000	41	41423300	01	U	2024		1990	M01	2025	M12
SMU06000004142340001          	06	00000	41	41423400	01	U	2024		1990	M01	2025	M12
SMU06000004142360001          	06	00000	41	41423600	01	U	2024		1990	M01	2025	M12
SMU06000004142370001          	06	00000	41	41423700	01	U	2024		1990	M01	2025	M12
SMU06000004142380001          	06	00000	41	41423800	01	U	2024		1990	M01	2025	M12
SMU06000004142400001          	06	00000	41	41424000	01	U	2024		1990	M01	2025	M12
SMU06000004142410001          	06	00000	41	41424100	01	U	2024		1990	M01	2025	M12
SMU06000004142430001          	06	00000	41	41424300	01	U	2024		1990	M01	2025	M12
SMU06000004142440001          	06	00000	41	41424400	01	U	2024		1990	M01	2025	M12
SMU06000004142460001          	06	00000	41	41424600	01	U	2024		1990	M01	2025	M12
SMU06000004142490001          	06	00000	41	41424900	01	U	2024		1990	M01	2025	M12
SMU06000004142500001          	06	00000	41	41425000	01	U	2024		1990	M01	2025	M12
SMU06000004200000001          	06	00000	42	42000000	01	U	2024		1990	M01	2025	M12
SMU06000004244100001          	06	00000	42	42441000	01	U	2024		1990	M01	2025	M12
SMU06000004244110001          	06	00000	42	42441100	01	U	2024		1990	M01	2025	M12
SMU06000004244120001          	06	00000	42	42441200	01	U	2024		1990	M01	2025	M12
SMU06000004244130001          	06	00000	42	42441300	01	U	2024		1990	M01	2025	M12
SMU06000004244400001          	06	00000	42	42444000	01	U	2024		1990	M01	2025	M12
SMU06000004244410001          	06	00000	42	42444100	01	U	2024		1990	M01	2025	M12
SMU06000004244500001          	06	00000	42	42445000	01	U	2024		1990	M01	2025	M12
SMU06000004244510001          	06	00000	42	42445100	01	U	2024		1990	M01	2025	M12
SMU06000004244520001          	06	00000	42	42445200	01	U	2024		1990	M01	2025	M12
SMU06000004244530001          	06	00000	42	42445300	01	U	2024		1990	M01	2025	M12
SMU06000004244900001          	06	00000	42	42449000	01	U	2024		1990	M01	2025	M12
SMU06000004244910001          	06	00000	42	42449100	01	U	2024		1990	M01	2025	M12
SMU06000004244911001          	06	00000	42	42449110	01	U	2024		1990	M01	2025	M12
SMU06000004244912001          	06	00000	42	42449120	01	U	2024		1990	M01	2025	M12
SMU06000004244920001          	06	00000	42	42449200	01	U	2024		1990	M01	2025	M12
SMU06000004245500001          	06	00000	42	42455000	01	U	2024		1990	M01	2025	M12
SMU06000004245510001          	06	00000	42	42455100	01	U	2024		1990	M01	2025	M12
SMU06000004245520001          	06	00000	42	42455200	01	U	2024		1990	M01	2025	M12
SMU06000004245600001          	06	00000	42	42456000	01	U	2024		1990	M01	2025	M12
SMU06000004245700001          	06	00000	42	42457000	01	U	2024		1990	M01	2025	M12
SMU06000004245800001          	06	00000	42	42458000	01	U	2024		1990	M01	2025	M12
SMU06000004245810001          	06	00000	42	42458100	01	U	2024		1990	M01	2025	M12
SMU06000004245830001          	06	00000	42	42458300	01	U	2024		1990	M01	2025	M12
SMU06000004245900001          	06	00000	42	42459000	01	U	2024		1990	M01	2025	M12
SMU06000004245910001          	06	00000	42	42459100	01	U	2024		1990	M01	2025	M12
SMU06000004245920001          	06	00000	42	42459200	01	U	2024		1990	M01	2025	M12
SMU06000004245940001          	06	00000	42	42459400	01	U	2024		1990	M01	2025	M12
SMU06000004245950001          	06	00000	42	42459500	01	U	2024		1990	M01	2025	M12
SMU06000004245990001          	06	00000	42	42459900	01	U	2024		1990	M01	2025	M12
SMU06000004300000001          	06	00000	43	43000000	01	U	2024		1990	M01	2025	M12
SMU06000004322000001          	06	00000	43	43220000	01	U	2024		1990	M01	2025	M12
SMU06000004322110001          	06	00000	43	43221100	01	U	2024		1990	M01	2025	M12
SMU06000004322120001          	06	00000	43	43221200	01	U	2024		1990	M01	2025	M12
SMU06000004340008901          	06	00000	43	43400089	01	U	2024		1990	M01	2025	M12
